From :   1  To : 200 Step =   1 Side = L Uplo = U Trans = N Diag = U Loops = 1
   SIZE       Flops
     73 :    25934.47 MFlops
     74 :    25326.50 MFlops
     75 :    23437.50 MFlops
     76 :    24387.56 MFlops
     77 :    25362.94 MFlops
     78 :    24976.42 MFlops
     79 :    25949.42 MFlops
     80 :    24380.95 MFlops
     81 :    25306.71 MFlops
     82 :    25062.18 MFlops
     83 :    25990.32 MFlops
     84 :    26941.09 MFlops
     85 :    26701.09 MFlops
     86 :    26502.33 MFlops
     87 :    26340.12 MFlops
     88 :    27258.88 MFlops
     89 :    29373.71 MFlops
     90 :    30375.00 MFlops
     91 :    25119.03 MFlops
     92 :    31147.52 MFlops
     93 :    32174.28 MFlops
     94 :    31945.54 MFlops
     95 :    34295.00 MFlops
     96 :    34028.31 MFlops
     97 :    35102.81 MFlops
     98 :    32454.90 MFlops
     99 :    19802.02 MFlops
    100 :    34482.76 MFlops
    101 :    34343.37 MFlops
    102 :    34232.52 MFlops
    103 :    35249.26 MFlops
    104 :    35152.00 MFlops
    105 :    35079.55 MFlops
    106 :    28357.52 MFlops
    107 :    37122.52 MFlops
    108 :    34992.00 MFlops
    109 :    35973.03 MFlops
    110 :    36972.22 MFlops
    111 :    34190.77 MFlops
    112 :    36023.79 MFlops
    113 :    14574.72 MFlops
    114 :     4383.27 MFlops
    115 :     1007.87 MFlops
    116 :    43358.22 MFlops
    117 :    44489.25 MFlops
    118 :    44406.27 MFlops
    119 :    46809.97 MFlops
    120 :    48000.00 MFlops
    121 :    46620.03 MFlops
    122 :    49076.97 MFlops
    123 :    50293.70 MFlops
    124 :    52961.78 MFlops
    125 :    52787.16 MFlops
    126 :    54064.22 MFlops
    127 :    55361.70 MFlops
    128 :    53773.13 MFlops
    129 :    46667.15 MFlops
    130 :    51093.02 MFlops
    131 :    51092.98 MFlops
    132 :    52272.00 MFlops
    133 :    52280.82 MFlops
    134 :    53468.98 MFlops
    135 :    54675.00 MFlops
    136 :    54683.83 MFlops
    137 :    53569.85 MFlops
    138 :    55916.43 MFlops
    139 :    54808.55 MFlops
    140 :      293.82 MFlops
    141 :     1581.95 MFlops
    142 :      524.12 MFlops
    143 :     8781.40 MFlops
    144 :    45938.22 MFlops
    145 :    53484.65 MFlops
    146 :    52748.07 MFlops
    147 :    52074.15 MFlops
    148 :    50653.00 MFlops
    149 :     7501.02 MFlops
    150 :    57203.39 MFlops
    151 :    58355.10 MFlops
    152 :    59522.17 MFlops
    153 :    59692.95 MFlops
    154 :    60871.07 MFlops
    155 :    61047.13 MFlops
    156 :    63273.60 MFlops
    157 :    64498.22 MFlops
    158 :    64660.85 MFlops
    159 :     2686.95 MFlops
    160 :     4079.68 MFlops
    161 :     7492.43 MFlops
    162 :    31492.80 MFlops
    163 :    56983.51 MFlops
    164 :     2818.49 MFlops
    165 :    59106.91 MFlops
    166 :    57902.48 MFlops
    167 :    59711.06 MFlops
    168 :     2116.80 MFlops
    169 :    54233.81 MFlops
    170 :    59192.77 MFlops
    171 :    60243.51 MFlops
    172 :    59168.00 MFlops
    173 :    61639.49 MFlops
    174 :    32925.15 MFlops
    175 :    58254.08 MFlops
    176 :    12196.37 MFlops
    177 :    25436.85 MFlops
    178 :     3980.06 MFlops
    179 :     1121.06 MFlops
    180 :     5350.46 MFlops
    181 :    16425.88 MFlops
    182 :    60894.63 MFlops
    183 :    62535.58 MFlops
    184 :    59328.61 MFlops
    185 :    63955.81 MFlops
    186 :    63086.82 MFlops
    187 :    29063.12 MFlops
    188 :    65143.84 MFlops
    189 :    66844.25 MFlops
    190 :    58623.93 MFlops
    191 :     6317.20 MFlops
    192 :    39104.35 MFlops
    193 :    57976.27 MFlops
    194 :     9947.39 MFlops
    195 :    68656.25 MFlops
    196 :    73102.29 MFlops
    197 :    74954.64 MFlops
    198 :     1819.59 MFlops
    199 :    60157.24 MFlops
    200 :    74766.36 MFlops
