From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
    132 :    63888.00 MFlops
    133 :    22406.07 MFlops
    134 :    64162.77 MFlops
    135 :    63905.84 MFlops
    136 :    65336.52 MFlops
    137 :    63490.20 MFlops
    138 :    62573.14 MFlops
    139 :    26722.58 MFlops
    140 :     3803.19 MFlops
    141 :    67547.49 MFlops
    142 :    68173.52 MFlops
    143 :    67223.15 MFlops
    144 :    71094.86 MFlops
    145 :    60972.50 MFlops
    146 :    62871.43 MFlops
    147 :     8631.86 MFlops
    148 :    48748.75 MFlops
    149 :    64232.02 MFlops
    150 :     8631.71 MFlops
    151 :    65580.02 MFlops
    152 :    59522.17 MFlops
    153 :    67576.92 MFlops
    154 :     1435.36 MFlops
    155 :     3608.41 MFlops
    156 :     5276.46 MFlops
    157 :    70361.69 MFlops
    158 :    81326.02 MFlops
    159 :    71779.98 MFlops
    160 :    84453.61 MFlops
    161 :    73215.46 MFlops
    162 :    75248.28 MFlops
    163 :     3091.18 MFlops
    164 :    10175.19 MFlops
    165 :    67550.75 MFlops
    166 :    54781.99 MFlops
    167 :    71653.28 MFlops
    168 :    74088.00 MFlops
    169 :    73133.47 MFlops
    170 :    73328.36 MFlops
    171 :    72995.78 MFlops
    172 :    71668.28 MFlops
    173 :    71416.79 MFlops
    174 :    71673.80 MFlops
    175 :    63424.56 MFlops
    176 :    67305.88 MFlops
    177 :     8498.44 MFlops
    178 :    26855.96 MFlops
    179 :    62003.66 MFlops
    180 :    71121.95 MFlops
    181 :    53421.09 MFlops
    182 :    53826.50 MFlops
    183 :    72958.18 MFlops
    184 :    75969.56 MFlops
    185 :    75827.84 MFlops
    186 :    10038.78 MFlops
    187 :    23312.67 MFlops
    188 :    78635.17 MFlops
    189 :    81833.56 MFlops
    190 :    83646.34 MFlops
    191 :    85495.35 MFlops
    192 :    15172.32 MFlops
    193 :     3244.16 MFlops
    194 :    87441.72 MFlops
    195 :    88272.32 MFlops
    196 :    87046.66 MFlops
    197 :    87877.85 MFlops
    198 :    85772.29 MFlops
    199 :    10736.51 MFlops
    200 :     3613.37 MFlops
