From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
      1 :        1.60 MFlops
      2 :         inf MFlops
      3 :       54.00 MFlops
      4 :      512.00 MFlops
      5 :        3.11 MFlops
      6 :      864.00 MFlops
      7 :      686.00 MFlops
      8 :     1365.33 MFlops
      9 :      306.95 MFlops
     10 :     2000.00 MFlops
     11 :     1774.67 MFlops
     12 :     3456.00 MFlops
     13 :     2929.33 MFlops
     14 :     5488.00 MFlops
     15 :     3000.00 MFlops
     16 :     5461.33 MFlops
     17 :     5614.86 MFlops
     18 :     6665.14 MFlops
     19 :     7838.86 MFlops
     20 :     8000.00 MFlops
     21 :     9261.00 MFlops
     22 :     9464.89 MFlops
     23 :    10815.11 MFlops
     24 :     1906.76 MFlops
     25 :    12500.00 MFlops
     26 :    14060.80 MFlops
     27 :    15746.40 MFlops
     28 :    17561.60 MFlops
     29 :    17737.45 MFlops
     30 :    19636.36 MFlops
     31 :    21666.18 MFlops
     32 :    23831.27 MFlops
     33 :    23958.00 MFlops
     34 :    26202.67 MFlops
     35 :    24500.00 MFlops
     36 :    21955.76 MFlops
     37 :    25326.50 MFlops
     38 :    25822.12 MFlops
     39 :    26364.00 MFlops
     40 :    26947.37 MFlops
     41 :    27568.40 MFlops
     42 :    29635.20 MFlops
     43 :    30288.38 MFlops
     44 :    30976.00 MFlops
     45 :    31695.65 MFlops
     46 :    14157.96 MFlops
     47 :    13183.87 MFlops
     48 :    34028.31 MFlops
     49 :    34858.96 MFlops
     50 :    30303.03 MFlops
     51 :    31212.00 MFlops
     52 :    34086.79 MFlops
     53 :    34029.03 MFlops
     54 :    34992.00 MFlops
     55 :    36972.22 MFlops
     56 :    27547.61 MFlops
     57 :    38988.00 MFlops
     58 :    42186.38 MFlops
     59 :    43237.68 MFlops
     60 :    45473.68 MFlops
     61 :    49076.97 MFlops
     62 :    51530.38 MFlops
     63 :    54064.22 MFlops
     64 :    59918.63 MFlops
     65 :    56333.33 MFlops
     66 :    45097.41 MFlops
     67 :    49104.16 MFlops
     68 :    14374.03 MFlops
     69 :    50539.85 MFlops
     70 :    48140.35 MFlops
     71 :    51130.14 MFlops
     72 :    52385.68 MFlops
     73 :    52748.07 MFlops
     74 :    53144.13 MFlops
     75 :    53571.43 MFlops
     76 :    54872.00 MFlops
     77 :    55337.33 MFlops
     78 :    55829.65 MFlops
     79 :    56347.31 MFlops
     80 :    56888.89 MFlops
     81 :    26407.01 MFlops
     82 :      957.24 MFlops
     83 :    49185.98 MFlops
     84 :    52105.85 MFlops
     85 :    52265.96 MFlops
     86 :    54132.43 MFlops
     87 :    54875.25 MFlops
     88 :    56203.88 MFlops
     89 :    56967.19 MFlops
     90 :    57742.57 MFlops
     91 :    59688.79 MFlops
     92 :    60480.62 MFlops
     93 :     4138.17 MFlops
     94 :    59861.91 MFlops
     95 :    63509.26 MFlops
     96 :    68717.36 MFlops
     97 :     1261.47 MFlops
     98 :    45911.80 MFlops
     99 :    60173.58 MFlops
    100 :    57142.86 MFlops
    101 :     3357.40 MFlops
    102 :    58956.00 MFlops
    103 :    27751.80 MFlops
    104 :    63372.62 MFlops
    105 :    63868.97 MFlops
    106 :    63520.85 MFlops
    107 :    64054.54 MFlops
    108 :    63782.89 MFlops
    109 :    64349.27 MFlops
    110 :    64926.83 MFlops
    111 :    65125.29 MFlops
    112 :    59154.86 MFlops
    113 :    54967.50 MFlops
    114 :    56172.28 MFlops
    115 :    57391.51 MFlops
    116 :    14673.52 MFlops
    117 :    59594.90 MFlops
    118 :    63498.82 MFlops
    119 :    63590.91 MFlops
    120 :    62836.36 MFlops
    121 :    15061.09 MFlops
    122 :    65435.96 MFlops
    123 :    67058.27 MFlops
    124 :    65745.66 MFlops
    125 :    70067.26 MFlops
    126 :     6976.03 MFlops
    127 :    76218.90 MFlops
    128 :    78766.27 MFlops
    129 :    75322.42 MFlops
    130 :    68925.49 MFlops
    131 :    65162.06 MFlops
    132 :    50410.26 MFlops
    133 :    69450.54 MFlops
    134 :    69742.14 MFlops
    135 :    69797.87 MFlops
    136 :    65549.34 MFlops
    137 :    55149.66 MFlops
    138 :    69159.79 MFlops
    139 :    70674.18 MFlops
    140 :    70358.97 MFlops
    141 :    22790.41 MFlops
    142 :    71806.60 MFlops
    143 :    71980.48 MFlops
    144 :    40833.97 MFlops
    145 :    72156.80 MFlops
    146 :    66392.23 MFlops
    147 :    67228.00 MFlops
    148 :    67361.91 MFlops
    149 :    35097.60 MFlops
    150 :    69230.77 MFlops
    151 :    21122.40 MFlops
    152 :    70236.16 MFlops
    153 :    71452.91 MFlops
    154 :    19311.38 MFlops
    155 :    72308.25 MFlops
    156 :    73183.92 MFlops
    157 :    72334.45 MFlops
    158 :    75670.25 MFlops
    159 :    76022.30 MFlops
    160 :    78769.23 MFlops
    161 :    18017.40 MFlops
    162 :    72212.79 MFlops
    163 :    80013.80 MFlops
    164 :    72908.17 MFlops
    165 :    63605.31 MFlops
    166 :    72036.16 MFlops
    167 :    72348.94 MFlops
    168 :    72529.74 MFlops
    169 :    73411.54 MFlops
    170 :    18996.62 MFlops
    171 :    72075.11 MFlops
    172 :    74013.79 MFlops
    173 :    73312.81 MFlops
    174 :    74459.70 MFlops
    175 :    75087.57 MFlops
    176 :    74681.86 MFlops
    177 :    77017.12 MFlops
    178 :    69412.33 MFlops
    179 :    69414.09 MFlops
    180 :    71778.46 MFlops
    181 :    71658.50 MFlops
