From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    117 :    46423.57 MFlops
    118 :    46282.59 MFlops
    119 :    44639.97 MFlops
    120 :    51969.92 MFlops
    121 :    49554.15 MFlops
    122 :    49410.83 MFlops
    123 :    47410.62 MFlops
    124 :    54866.88 MFlops
    125 :    35033.63 MFlops
    126 :     3905.08 MFlops
    127 :     2877.95 MFlops
    128 :    49056.19 MFlops
    129 :    47704.20 MFlops
    130 :    48021.86 MFlops
    131 :    46592.56 MFlops
    132 :    59739.43 MFlops
    133 :    58450.61 MFlops
    134 :    59045.50 MFlops
    135 :    59645.45 MFlops
    136 :    64498.87 MFlops
    137 :    62715.93 MFlops
    138 :    64099.32 MFlops
    139 :    46105.05 MFlops
    140 :    25585.08 MFlops
    141 :    53650.16 MFlops
    142 :    35458.67 MFlops
    143 :    48135.09 MFlops
    144 :    69847.58 MFlops
    145 :    68895.48 MFlops
    146 :    70730.36 MFlops
    147 :    69432.20 MFlops
    148 :    67890.93 MFlops
    149 :    66491.44 MFlops
    150 :    21774.19 MFlops
    151 :     3252.67 MFlops
    152 :    62432.14 MFlops
    153 :    64243.53 MFlops
    154 :    61382.59 MFlops
    155 :    63929.18 MFlops
    156 :     9333.54 MFlops
    157 :    46907.79 MFlops
    158 :    67137.23 MFlops
    159 :     2365.21 MFlops
    160 :     4557.44 MFlops
    161 :    62056.22 MFlops
    162 :    63219.75 MFlops
    163 :    67404.62 MFlops
    164 :    64629.22 MFlops
    165 :    64403.23 MFlops
    166 :    64654.36 MFlops
    167 :    17154.56 MFlops
    168 :    60211.20 MFlops
    169 :    57633.54 MFlops
    170 :     5634.17 MFlops
    171 :    58999.54 MFlops
    172 :    68301.32 MFlops
    173 :     3767.67 MFlops
    174 :    69775.15 MFlops
    175 :    69377.02 MFlops
    176 :    71032.91 MFlops
    177 :    47906.98 MFlops
    178 :    68987.79 MFlops
    179 :    16133.16 MFlops
    180 :    73358.49 MFlops
    181 :    38947.40 MFlops
    182 :    73073.55 MFlops
    183 :    72741.69 MFlops
    184 :    73940.70 MFlops
    185 :    67001.32 MFlops
    186 :    11176.48 MFlops
    187 :    68473.33 MFlops
    188 :    71256.54 MFlops
    189 :    72789.96 MFlops
    190 :    59903.93 MFlops
    191 :    71282.57 MFlops
    192 :    70778.88 MFlops
    193 :    61576.51 MFlops
    194 :    64901.19 MFlops
    195 :    62837.92 MFlops
    196 :    59287.69 MFlops
    197 :    57700.93 MFlops
    198 :    62726.40 MFlops
    199 :    47259.96 MFlops
    200 :    53511.71 MFlops
