From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    171 :     6896.84 MFlops
    172 :    50884.48 MFlops
    173 :    49785.74 MFlops
    174 :     6736.60 MFlops
    175 :    46201.51 MFlops
    176 :    59909.63 MFlops
    177 :    57762.84 MFlops
    178 :    57548.49 MFlops
    179 :    55147.49 MFlops
    180 :    57176.47 MFlops
    181 :    54905.01 MFlops
    182 :    56341.76 MFlops
    183 :    50233.50 MFlops
    184 :    57680.59 MFlops
    185 :    44588.91 MFlops
    186 :    49498.89 MFlops
    187 :    48800.02 MFlops
    188 :    49587.10 MFlops
    189 :    41166.27 MFlops
    190 :    75373.63 MFlops
    191 :    75737.73 MFlops
    192 :    64344.44 MFlops
    193 :    71890.57 MFlops
    194 :    73751.35 MFlops
    195 :    62309.87 MFlops
    196 :    66048.56 MFlops
    197 :    65908.39 MFlops
    198 :     9397.57 MFlops
    199 :    69128.06 MFlops
    200 :    74074.07 MFlops
