From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
      1 :        0.25 MFlops
      2 :         inf MFlops
      3 :         inf MFlops
      4 :         inf MFlops
      5 :         inf MFlops
      6 :      216.00 MFlops
      7 :         inf MFlops
      8 :         inf MFlops
      9 :      729.00 MFlops
     10 :         inf MFlops
     11 :     1331.00 MFlops
     12 :     1728.00 MFlops
     13 :     2197.00 MFlops
     14 :     2744.00 MFlops
     15 :     3375.00 MFlops
     16 :      341.33 MFlops
     17 :     1637.67 MFlops
     18 :     1944.00 MFlops
     19 :     2286.33 MFlops
     20 :     2000.00 MFlops
     21 :     2315.25 MFlops
     22 :     2662.00 MFlops
     23 :     3041.75 MFlops
     24 :     2764.80 MFlops
     25 :     3906.25 MFlops
     26 :     2510.86 MFlops
     27 :     3936.60 MFlops
     28 :     4390.40 MFlops
     29 :     4064.83 MFlops
     30 :     4500.00 MFlops
     31 :     4255.86 MFlops
     32 :     8192.00 MFlops
     33 :     7187.40 MFlops
     34 :     7860.80 MFlops
     35 :     8575.00 MFlops
     36 :     9331.20 MFlops
     37 :     8442.17 MFlops
     38 :    10974.40 MFlops
     39 :     9886.50 MFlops
     40 :     8000.00 MFlops
     41 :    11486.83 MFlops
     42 :    12348.00 MFlops
     43 :    11358.14 MFlops
     44 :    12169.14 MFlops
     45 :    13017.86 MFlops
     46 :    13905.14 MFlops
     47 :    14831.86 MFlops
     48 :     7899.43 MFlops
     49 :    16807.00 MFlops
     50 :     4629.63 MFlops
     51 :    16581.37 MFlops
     52 :    17576.00 MFlops
     53 :    18609.62 MFlops
     54 :    17496.00 MFlops
     55 :    18486.11 MFlops
     56 :    13508.92 MFlops
     57 :    14245.62 MFlops
     58 :    16259.33 MFlops
     59 :    14669.93 MFlops
     60 :    16615.38 MFlops
     61 :    15132.07 MFlops
     62 :    15888.53 MFlops
     63 :    14708.65 MFlops
     64 :    21845.33 MFlops
     65 :    22885.42 MFlops
     66 :    26136.00 MFlops
     67 :    25063.58 MFlops
     68 :    28584.73 MFlops
     69 :    27375.75 MFlops
     70 :    17150.00 MFlops
     71 :    13765.81 MFlops
     72 :    33931.64 MFlops
     73 :    29924.38 MFlops
     74 :    33768.67 MFlops
     75 :    35156.25 MFlops
     76 :    36581.33 MFlops
     77 :    35117.92 MFlops
     78 :    36504.00 MFlops
     79 :    35217.07 MFlops
     80 :    34133.33 MFlops
     81 :    31261.24 MFlops
     82 :    34460.50 MFlops
     83 :    33634.53 MFlops
     84 :    32928.00 MFlops
     85 :    34118.06 MFlops
     86 :    35336.44 MFlops
     87 :    36583.50 MFlops
     88 :    40086.59 MFlops
     89 :    41468.76 MFlops
     90 :    40500.00 MFlops
     91 :    41865.06 MFlops
     92 :    40983.58 MFlops
     93 :    38302.71 MFlops
     94 :    41529.20 MFlops
     95 :    38971.59 MFlops
     96 :    42130.29 MFlops
     97 :    43460.62 MFlops
     98 :    47059.60 MFlops
     99 :    46204.71 MFlops
    100 :    47619.05 MFlops
    101 :    44795.70 MFlops
    102 :    48236.73 MFlops
    103 :    47509.87 MFlops
    104 :    25565.09 MFlops
    105 :    34047.79 MFlops
    106 :     4330.97 MFlops
    107 :    55683.77 MFlops
    108 :    54770.09 MFlops
    109 :    53959.54 MFlops
    110 :    55458.33 MFlops
    111 :    54705.24 MFlops
    112 :    42573.58 MFlops
    113 :    42438.15 MFlops
    114 :    21164.91 MFlops
    115 :    41104.73 MFlops
    116 :    53824.00 MFlops
    117 :    53387.10 MFlops
    118 :    54767.73 MFlops
    119 :    54359.97 MFlops
    120 :      174.09 MFlops
    121 :     2121.63 MFlops
    122 :    67253.63 MFlops
    123 :    66459.54 MFlops
    124 :    54474.97 MFlops
    125 :    69754.46 MFlops
    126 :    71442.00 MFlops
    127 :    70633.90 MFlops
    128 :    58254.22 MFlops
    129 :    48788.39 MFlops
    130 :    49931.82 MFlops
    131 :    49957.58 MFlops
    132 :    52272.00 MFlops
    133 :    51144.28 MFlops
    134 :    52306.61 MFlops
    135 :    50211.73 MFlops
    136 :    47461.43 MFlops
    137 :    45917.02 MFlops
    138 :    46106.53 MFlops
    139 :    52659.20 MFlops
    140 :    54880.00 MFlops
    141 :    53908.10 MFlops
    142 :    56142.90 MFlops
    143 :    55173.72 MFlops
    144 :    56339.32 MFlops
    145 :    34254.21 MFlops
    146 :    52748.07 MFlops
    147 :    52074.15 MFlops
    148 :    41561.44 MFlops
    149 :    41349.36 MFlops
    150 :    41158.54 MFlops
    151 :    39574.15 MFlops
    152 :    50168.69 MFlops
    153 :    48399.69 MFlops
    154 :    49354.92 MFlops
    155 :    43300.87 MFlops
    156 :    48055.90 MFlops
    157 :    46070.15 MFlops
    158 :    46956.10 MFlops
    159 :    44172.30 MFlops
    160 :    57690.14 MFlops
    161 :    54198.45 MFlops
    162 :    45715.35 MFlops
    163 :    44191.30 MFlops
    164 :    45009.63 MFlops
    165 :    44040.44 MFlops
    166 :    44410.64 MFlops
    167 :    42729.02 MFlops
    168 :    50985.29 MFlops
    169 :    50279.26 MFlops
    170 :    26413.98 MFlops
