From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    126 :    14112.00 MFlops
    127 :    14336.89 MFlops
    128 :    13107.20 MFlops
    129 :    14792.00 MFlops
    130 :    13520.00 MFlops
    131 :    12480.73 MFlops
    132 :    12672.00 MFlops
    133 :    12864.73 MFlops
    134 :    11970.67 MFlops
    135 :    12150.00 MFlops
    136 :     1202.99 MFlops
    137 :     4416.24 MFlops
    138 :    11719.38 MFlops
    139 :    11889.85 MFlops
    140 :    11200.00 MFlops
    141 :    12234.46 MFlops
    142 :    11522.29 MFlops
    143 :    11685.14 MFlops
    144 :    12760.62 MFlops
    145 :    12938.46 MFlops
    146 :    14210.67 MFlops
    147 :    13297.85 MFlops
    148 :    13479.38 MFlops
    149 :    13662.15 MFlops
    150 :    13846.15 MFlops
    151 :    13029.14 MFlops
    152 :    13202.29 MFlops
    153 :    13376.57 MFlops
    154 :    13552.00 MFlops
    155 :    13728.57 MFlops
    156 :     1608.99 MFlops
    157 :    19719.20 MFlops
    158 :    19971.20 MFlops
    159 :    20224.80 MFlops
    160 :    20480.00 MFlops
    161 :    20736.80 MFlops
    162 :    23328.00 MFlops
    163 :    21255.20 MFlops
    164 :    23907.56 MFlops
    165 :    21780.00 MFlops
    166 :    22044.80 MFlops
    167 :    22311.20 MFlops
    168 :    22579.20 MFlops
    169 :    22848.80 MFlops
    170 :    21018.18 MFlops
    171 :    23392.80 MFlops
    172 :    11833.60 MFlops
    173 :    23943.20 MFlops
    174 :    24220.80 MFlops
    175 :     1503.07 MFlops
    176 :     1951.24 MFlops
    177 :    14743.06 MFlops
    178 :    14910.12 MFlops
    179 :    15078.12 MFlops
    180 :    14400.00 MFlops
    181 :    13794.11 MFlops
    182 :    14721.78 MFlops
    183 :     3227.86 MFlops
    184 :    12897.52 MFlops
    185 :    13690.00 MFlops
    186 :    13838.40 MFlops
    187 :    13321.52 MFlops
    188 :    14137.60 MFlops
    189 :    13608.00 MFlops
    190 :    13752.38 MFlops
    191 :    13265.82 MFlops
    192 :    14043.43 MFlops
    193 :    14190.10 MFlops
    194 :    14337.52 MFlops
    195 :    13827.27 MFlops
    196 :    13969.45 MFlops
    197 :    13498.78 MFlops
    198 :      140.96 MFlops
    199 :     2880.07 MFlops
    200 :    24615.38 MFlops
