From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
    182 :    39694.27 MFlops
    183 :    74060.27 MFlops
    184 :    66448.04 MFlops
    185 :    76169.92 MFlops
    186 :    76719.59 MFlops
    187 :    77272.71 MFlops
    188 :    78172.61 MFlops
    189 :    80015.04 MFlops
    190 :    79988.34 MFlops
    191 :    81495.57 MFlops
    192 :    83761.99 MFlops
    193 :    77824.70 MFlops
    194 :    17978.17 MFlops
    195 :    79944.74 MFlops
    196 :    78946.64 MFlops
    197 :    43813.03 MFlops
    198 :    78507.13 MFlops
    199 :    77641.37 MFlops
    200 :    79404.47 MFlops
