From :   1  To : 200 Step =   1
   SIZE       Residual     Decompose            Solve           Total
    145 :   1.426626e-15    17558.68 MFlops    6229.63 MFlops   16934.42 MFlops
    146 :   4.707927e-14    17253.70 MFlops    6090.29 MFlops   16639.60 MFlops
    147 :   7.136111e-15    17647.35 MFlops    6174.00 MFlops   17014.96 MFlops
    148 :   1.748942e-13    17861.11 MFlops    6258.29 MFlops   17226.58 MFlops
    149 :   4.800476e-14    17713.25 MFlops    6124.41 MFlops   17075.53 MFlops
    150 :   1.916147e-14    18000.00 MFlops    6206.90 MFlops   17353.50 MFlops
    151 :   1.253625e-14    17862.26 MFlops    6514.57 MFlops   17276.03 MFlops
    152 :   1.905060e-14    18148.88 MFlops    6161.07 MFlops   17490.21 MFlops
    153 :   1.027949e-13    18054.58 MFlops    6242.40 MFlops   17420.65 MFlops
    154 :   4.099023e-14    18341.56 MFlops    6542.34 MFlops   17730.53 MFlops
    155 :   2.157653e-14    18389.51 MFlops    6627.59 MFlops   17790.04 MFlops
    156 :   2.558911e-14    18474.04 MFlops    6713.38 MFlops   17882.95 MFlops
    157 :   2.776387e-14    18527.32 MFlops    6573.07 MFlops   17916.37 MFlops
    158 :   1.361018e-15    18485.35 MFlops    6657.07 MFlops   17892.95 MFlops
    159 :   1.210044e-14    18772.58 MFlops    6741.60 MFlops   18172.03 MFlops
    160 :   1.684383e-14    18832.18 MFlops    6606.45 MFlops   18211.89 MFlops
    161 :   8.192675e-14    18517.05 MFlops    6689.29 MFlops   17936.89 MFlops
    162 :   2.163651e-14    18677.77 MFlops    6772.65 MFlops   18099.31 MFlops
    163 :   1.220096e-15    18778.31 MFlops    6642.25 MFlops   18178.07 MFlops
    164 :   2.654738e-14    18880.45 MFlops    6724.00 MFlops   18286.54 MFlops
    165 :   8.194561e-14    18924.17 MFlops    6806.25 MFlops   18341.05 MFlops
    166 :   6.684701e-16    19000.19 MFlops    7111.23 MFlops   18452.56 MFlops
    167 :   1.963177e-14    18211.00 MFlops    7437.07 MFlops   17757.04 MFlops
    168 :   2.906369e-15    19245.59 MFlops    6640.94 MFlops   18625.39 MFlops
    169 :   1.851570e-14    19040.67 MFlops    7140.25 MFlops   18502.79 MFlops
    170 :   1.478308e-15    18850.84 MFlops    7006.06 MFlops   18313.92 MFlops
    171 :   3.430635e-14    18967.14 MFlops    7088.73 MFlops   18434.54 MFlops
    172 :   1.789017e-16    19412.30 MFlops    7171.88 MFlops   18860.47 MFlops
    173 :   4.910460e-15    19640.46 MFlops    7255.52 MFlops   19085.16 MFlops
    174 :   6.605871e-14    19675.16 MFlops    7123.76 MFlops   19104.64 MFlops
    175 :   1.480845e-14    19849.54 MFlops    7424.24 MFlops   19305.00 MFlops
    176 :   1.236289e-13    19833.66 MFlops    7509.33 MFlops   19302.71 MFlops
    177 :   1.719832e-13    19795.57 MFlops    7160.91 MFlops   19230.08 MFlops
    178 :   2.434640e-14    19972.56 MFlops    7242.06 MFlops   19407.12 MFlops
    179 :   3.791859e-14    19992.47 MFlops    7120.22 MFlops   19413.94 MFlops
    180 :   1.532976e-14    20250.00 MFlops    7200.00 MFlops   19665.67 MFlops
    181 :   5.576329e-15    20220.77 MFlops    7280.22 MFlops   19651.26 MFlops
    182 :   1.984418e-14    20375.39 MFlops    7360.89 MFlops   19807.48 MFlops
    183 :   2.823863e-14    20402.79 MFlops    7240.86 MFlops   19821.65 MFlops
    184 :   1.983569e-15    20483.37 MFlops    7320.22 MFlops   19909.03 MFlops
    185 :   8.095659e-14    20565.57 MFlops    7205.26 MFlops   19974.54 MFlops
    186 :   1.243991e-13    20525.86 MFlops    7283.37 MFlops   19950.10 MFlops
    187 :   3.274359e-14    20660.99 MFlops    7361.89 MFlops   20088.01 MFlops
    188 :   6.470332e-14    20870.58 MFlops    7250.05 MFlops   20272.38 MFlops
    189 :   4.188596e-14    20982.97 MFlops    7327.38 MFlops   20389.24 MFlops
    190 :   7.730187e-14    21023.75 MFlops    7405.13 MFlops   20439.46 MFlops
    191 :   1.175905e-14    21066.88 MFlops    7296.20 MFlops   20469.45 MFlops
    192 :   1.778746e-14    21183.35 MFlops    7192.98 MFlops   20567.90 MFlops
    193 :   9.530653e-14    20635.97 MFlops    7095.05 MFlops   20050.27 MFlops
    194 :   1.131932e-14    21140.45 MFlops    7343.61 MFlops   20552.44 MFlops
    195 :   4.154145e-16    21147.59 MFlops    7242.86 MFlops   20549.85 MFlops
    196 :   3.220402e-14    21224.91 MFlops    7495.80 MFlops   20654.60 MFlops
    197 :   1.964659e-14    21193.00 MFlops    7220.28 MFlops   20595.16 MFlops
    198 :   6.902036e-15    21406.11 MFlops    7467.43 MFlops   20825.91 MFlops
    199 :   1.616358e-14    21313.32 MFlops    7367.63 MFlops   20730.55 MFlops
    200 :   5.453828e-14    21419.01 MFlops    6666.67 MFlops   20740.74 MFlops
