From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
    131 :    12957.30 MFlops
    132 :   102220.80 MFlops
    133 :   109424.98 MFlops
    134 :   106937.96 MFlops
    135 :   111835.23 MFlops
    136 :   104810.67 MFlops
    137 :   109419.28 MFlops
    138 :   114264.00 MFlops
    139 :   114281.66 MFlops
    140 :   114333.33 MFlops
    141 :   112128.84 MFlops
    142 :   112285.80 MFlops
    143 :   116968.28 MFlops
    144 :   117097.41 MFlops
    145 :   112912.04 MFlops
    146 :   115264.30 MFlops
    147 :   115509.93 MFlops
    148 :    95346.82 MFlops
    149 :    95882.58 MFlops
    150 :    83333.33 MFlops
    151 :    98370.03 MFlops
    152 :    97550.22 MFlops
    153 :    42385.53 MFlops
    154 :    16488.78 MFlops
    155 :   106396.43 MFlops
    156 :   111659.29 MFlops
    157 :    48985.99 MFlops
    158 :    95043.66 MFlops
    159 :   141041.37 MFlops
    160 :   136533.33 MFlops
    161 :   115924.47 MFlops
    162 :   113374.08 MFlops
    163 :   113967.03 MFlops
    164 :   111669.47 MFlops
    165 :   108243.98 MFlops
    166 :     7859.62 MFlops
    167 :   107068.11 MFlops
    168 :   110270.51 MFlops
    169 :   110961.13 MFlops
    170 :   110404.49 MFlops
    171 :   111115.80 MFlops
    172 :   111834.02 MFlops
    173 :   112559.07 MFlops
    174 :   113290.84 MFlops
    175 :   112828.95 MFlops
    176 :    13527.98 MFlops
    177 :    21044.53 MFlops
    178 :    91703.28 MFlops
    179 :    90320.30 MFlops
    180 :    95606.56 MFlops
    181 :    96418.55 MFlops
    182 :   101320.47 MFlops
    183 :   101297.31 MFlops
    184 :   103825.07 MFlops
    185 :   104654.96 MFlops
    186 :   109997.54 MFlops
    187 :   111781.25 MFlops
    188 :   116573.19 MFlops
    189 :    27556.20 MFlops
    190 :   169358.02 MFlops
    191 :   176401.80 MFlops
    192 :   183841.25 MFlops
    193 :   148227.98 MFlops
    194 :    61876.14 MFlops
    195 :   146829.21 MFlops
    196 :   147637.96 MFlops
    197 :   147026.40 MFlops
    198 :    53349.77 MFlops
    199 :    67936.20 MFlops
    200 :   136752.14 MFlops
