From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
     95 :   171475.00 MFlops
     96 :   196608.00 MFlops
     97 :   152112.17 MFlops
     98 :   156865.33 MFlops
     99 :   161716.50 MFlops
    100 :   181818.18 MFlops
    101 :   158507.85 MFlops
    102 :   163262.77 MFlops
    103 :   168111.85 MFlops
    104 :   204520.73 MFlops
    105 :   178096.15 MFlops
    106 :   183233.23 MFlops
    107 :   188468.15 MFlops
    108 :   179958.86 MFlops
    109 :   199235.23 MFlops
    110 :   190142.86 MFlops
    111 :   195375.86 MFlops
    112 :   234154.67 MFlops
    113 :   180362.12 MFlops
    114 :   185193.00 MFlops
    115 :   178926.47 MFlops
    116 :   183634.82 MFlops
    117 :   188425.06 MFlops
    118 :   193297.88 MFlops
    119 :   187239.89 MFlops
    120 :   230400.00 MFlops
    121 :   196840.11 MFlops
    122 :   201760.89 MFlops
    123 :   206763.00 MFlops
    124 :   224308.71 MFlops
    125 :   205592.11 MFlops
    126 :   210565.89 MFlops
    127 :   215619.26 MFlops
    128 :   246723.76 MFlops
    129 :   195153.55 MFlops
    130 :   199727.27 MFlops
    131 :   195486.17 MFlops
    132 :   209088.00 MFlops
    133 :   204577.13 MFlops
    134 :   209226.43 MFlops
    135 :   213945.65 MFlops
    136 :   239567.24 MFlops
    137 :   214279.42 MFlops
    138 :   219006.00 MFlops
    139 :   214849.52 MFlops
    140 :   228666.67 MFlops
    141 :   215632.38 MFlops
    142 :   229063.04 MFlops
    143 :   224939.00 MFlops
    144 :   271453.09 MFlops
    145 :   210250.00 MFlops
    146 :   207475.73 MFlops
    147 :   211768.20 MFlops
    148 :   223571.86 MFlops
    149 :   220529.93 MFlops
    150 :   225000.00 MFlops
    151 :   222125.87 MFlops
    152 :   250843.43 MFlops
    153 :   204661.54 MFlops
    154 :   235629.94 MFlops
    155 :   232742.19 MFlops
    156 :   253094.40 MFlops
    157 :   234538.97 MFlops
    158 :   232018.35 MFlops
    159 :   243616.91 MFlops
    160 :   292571.43 MFlops
    161 :   219646.37 MFlops
    162 :   223764.63 MFlops
    163 :   227934.05 MFlops
    164 :   238429.41 MFlops
    165 :   230365.38 MFlops
    166 :   234579.28 MFlops
    167 :   232873.15 MFlops
    168 :   263424.00 MFlops
    169 :   224502.74 MFlops
    170 :   228511.63 MFlops
    171 :   212774.94 MFlops
    172 :   254422.40 MFlops
    173 :   235350.77 MFlops
    174 :   245024.37 MFlops
    175 :   255208.33 MFlops
    176 :   294690.59 MFlops
    177 :   231051.38 MFlops
    178 :   234989.67 MFlops
    179 :   238972.46 MFlops
    180 :   253565.22 MFlops
    181 :   237189.64 MFlops
    182 :   246064.00 MFlops
    183 :   250142.33 MFlops
    184 :   276866.84 MFlops
    185 :   248299.02 MFlops
    186 :   252347.29 MFlops
    187 :   251507.81 MFlops
    188 :   276861.33 MFlops
    189 :   254764.87 MFlops
    190 :   254037.04 MFlops
    191 :   262938.53 MFlops
    192 :   307734.26 MFlops
    193 :   243696.85 MFlops
    194 :   243379.47 MFlops
    195 :   247162.50 MFlops
    196 :   264194.25 MFlops
    197 :   242710.25 MFlops
    198 :   254504.66 MFlops
    199 :   254212.87 MFlops
    200 :   285714.29 MFlops
