From :   1  To : 200 Step =   1 Uplo = 'L' Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
    150x150 :     9000.00 MFlops
    151x151 :     9120.40 MFlops
    152x152 :     9241.60 MFlops
    153x153 :     7803.00 MFlops
    154x154 :     9486.40 MFlops
    155x155 :     6864.29 MFlops
    156x156 :     6953.14 MFlops
    157x157 :     8216.33 MFlops
    158x158 :     8321.33 MFlops
    159x159 :     8427.00 MFlops
    160x160 :     6400.00 MFlops
    161x161 :     6480.25 MFlops
    162x162 :     8748.00 MFlops
    163x163 :     8856.33 MFlops
    164x164 :     7684.57 MFlops
    165x165 :     7778.57 MFlops
    166x166 :     7873.14 MFlops
    167x167 :     7968.29 MFlops
    168x168 :     8064.00 MFlops
    169x169 :     8160.29 MFlops
    170x170 :     8257.14 MFlops
    171x171 :     7310.25 MFlops
    172x172 :     8452.57 MFlops
    173x173 :     8551.14 MFlops
    174x174 :     8650.29 MFlops
    175x175 :     7656.25 MFlops
    176x176 :     8850.29 MFlops
    177x177 :     7832.25 MFlops
    178x178 :     7921.00 MFlops
    179x179 :     8010.25 MFlops
    180x180 :     8100.00 MFlops
    181x181 :     8190.25 MFlops
    182x182 :     7360.89 MFlops
    183x183 :     8372.25 MFlops
    184x184 :     7523.56 MFlops
    185x185 :     7605.56 MFlops
    186x186 :     7688.00 MFlops
    187x187 :     7770.89 MFlops
    188x188 :     7068.80 MFlops
    189x189 :     7938.00 MFlops
    190x190 :     8022.22 MFlops
    191x191 :     8106.89 MFlops
    192x192 :     7372.80 MFlops
    193x193 :     7449.80 MFlops
    194x194 :     7527.20 MFlops
    195x195 :     7605.00 MFlops
    196x196 :     7683.20 MFlops
    197x197 :     7761.80 MFlops
    198x198 :     7840.80 MFlops
    199x199 :     7920.20 MFlops
    200x200 :     7272.73 MFlops
