From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
     94 :   332233.60 MFlops
     95 :   428687.50 MFlops
     96 :   589824.00 MFlops
     97 :   365069.20 MFlops
     98 :   376476.80 MFlops
     99 :   388119.60 MFlops
    100 :   400000.00 MFlops
    101 :   343433.67 MFlops
    102 :   353736.00 MFlops
    103 :   312207.71 MFlops
    104 :   374954.67 MFlops
    105 :   385875.00 MFlops
    106 :   397005.33 MFlops
    107 :   408347.67 MFlops
    108 :   419904.00 MFlops
    109 :   431676.33 MFlops
    110 :   443666.67 MFlops
    111 :   455877.00 MFlops
    112 :   561971.20 MFlops
    113 :   480965.67 MFlops
    114 :   423298.29 MFlops
    115 :   506958.33 MFlops
    116 :   520298.67 MFlops
    117 :   533871.00 MFlops
    118 :   547677.33 MFlops
    119 :   481474.00 MFlops
    120 :   576000.00 MFlops
    121 :   506160.29 MFlops
    122 :   605282.67 MFlops
    123 :   531676.29 MFlops
    124 :   544749.71 MFlops
    125 :   558035.71 MFlops
    126 :   666792.00 MFlops
    127 :   585252.29 MFlops
    128 :   699050.67 MFlops
    129 :   477042.00 MFlops
    130 :   488222.22 MFlops
    131 :   499575.78 MFlops
    132 :   511104.00 MFlops
    133 :   522808.22 MFlops
    134 :   481220.80 MFlops
    135 :   492075.00 MFlops
    136 :   503091.20 MFlops
    137 :   514270.60 MFlops
    138 :   525614.40 MFlops
    139 :   537123.80 MFlops
    140 :   548800.00 MFlops
    141 :   560644.20 MFlops
    142 :   520597.82 MFlops
    143 :   584841.40 MFlops
    144 :   746496.00 MFlops
    145 :   554295.45 MFlops
    146 :   565842.91 MFlops
    147 :   577549.64 MFlops
    148 :   648358.40 MFlops
    149 :   601445.27 MFlops
    150 :   613636.36 MFlops
    151 :   625991.09 MFlops
    152 :   702361.60 MFlops
    153 :   651195.82 MFlops
    154 :   664048.00 MFlops
    155 :   620645.83 MFlops
    156 :   632736.00 MFlops
    157 :   595368.15 MFlops
    158 :   563473.14 MFlops
    159 :   618412.15 MFlops
    160 :   819200.00 MFlops
    161 :   556437.47 MFlops
    162 :   566870.40 MFlops
    163 :   541343.37 MFlops
    164 :   588125.87 MFlops
    165 :   598950.00 MFlops
    166 :   609906.13 MFlops
    167 :   582182.87 MFlops
    168 :   632217.60 MFlops
    169 :   567859.88 MFlops
    170 :   545888.89 MFlops
    171 :   526338.00 MFlops
    172 :   598640.94 MFlops
    173 :   609143.18 MFlops
    174 :   619767.53 MFlops
    175 :   630514.71 MFlops
    176 :   778825.14 MFlops
    177 :   652380.35 MFlops
    178 :   663500.24 MFlops
    179 :   674745.76 MFlops
    180 :   729000.00 MFlops
    181 :   697616.59 MFlops
    182 :   709243.29 MFlops
    183 :   720998.47 MFlops
    184 :   778688.00 MFlops
    185 :   666486.84 MFlops
    186 :   643485.60 MFlops
    187 :   653920.30 MFlops
    188 :   738296.89 MFlops
    189 :   750141.00 MFlops
    190 :   762111.11 MFlops
    191 :   774207.89 MFlops
    192 :   943718.40 MFlops
    193 :   653550.64 MFlops
    194 :   663762.18 MFlops
    195 :   674079.55 MFlops
    196 :   717098.67 MFlops
    197 :   664815.04 MFlops
    198 :   674990.61 MFlops
    199 :   685269.48 MFlops
    200 :   761904.76 MFlops
