From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
      1 :        1.33 MFlops
      2 :         inf MFlops
      3 :       36.00 MFlops
      4 :         inf MFlops
      5 :         inf MFlops
      6 :      288.00 MFlops
      7 :         inf MFlops
      8 :         inf MFlops
      9 :         inf MFlops
     10 :         inf MFlops
     11 :      968.00 MFlops
     12 :         inf MFlops
     13 :         inf MFlops
     14 :     1568.00 MFlops
     15 :         inf MFlops
     16 :         inf MFlops
     17 :      330.29 MFlops
     18 :      235.64 MFlops
     19 :      320.89 MFlops
     20 :      213.33 MFlops
     21 :      352.80 MFlops
     22 :      430.22 MFlops
     23 :      604.57 MFlops
     24 :       73.14 MFlops
     25 :     1250.00 MFlops
     26 :      901.33 MFlops
     27 :     1458.00 MFlops
     28 :     1254.40 MFlops
     29 :      269.12 MFlops
     30 :     1800.00 MFlops
     31 :     1922.00 MFlops
     32 :     1365.33 MFlops
     33 :     2178.00 MFlops
     34 :     3082.67 MFlops
     35 :      326.67 MFlops
     36 :     1728.00 MFlops
     37 :      912.67 MFlops
     38 :      641.78 MFlops
     39 :     1106.18 MFlops
     40 :     1422.22 MFlops
     41 :     2241.33 MFlops
     42 :     1764.00 MFlops
     43 :     1643.56 MFlops
     44 :     1720.89 MFlops
     45 :     2025.00 MFlops
     46 :     1692.80 MFlops
     47 :     2524.57 MFlops
     48 :     1843.20 MFlops
     49 :     1920.80 MFlops
     50 :     2857.14 MFlops
     51 :     4161.60 MFlops
     52 :     3605.33 MFlops
     53 :     2042.91 MFlops
     54 :     1944.00 MFlops
     55 :     2200.00 MFlops
     56 :     2508.80 MFlops
     57 :     2362.91 MFlops
     58 :     2691.20 MFlops
     59 :     2531.64 MFlops
     60 :     2618.18 MFlops
     61 :     5953.60 MFlops
     62 :     3075.20 MFlops
     63 :     3175.20 MFlops
     64 :     3276.80 MFlops
     65 :     2816.67 MFlops
     66 :     2904.00 MFlops
     67 :     4489.00 MFlops
     68 :     4110.22 MFlops
     69 :     2929.85 MFlops
     70 :     3266.67 MFlops
     71 :     6721.33 MFlops
     72 :     3770.18 MFlops
     73 :     6090.29 MFlops
     74 :     4380.80 MFlops
     75 :     4090.91 MFlops
     76 :     3850.67 MFlops
     77 :     3952.67 MFlops
     78 :     5408.00 MFlops
     79 :     5547.56 MFlops
     80 :     4654.55 MFlops
     81 :     5248.80 MFlops
     82 :     4890.18 MFlops
     83 :     3936.57 MFlops
     84 :     6272.00 MFlops
     85 :     5780.00 MFlops
     86 :     5378.91 MFlops
     87 :     5504.73 MFlops
     88 :     5162.67 MFlops
     89 :     5760.73 MFlops
     90 :     4984.62 MFlops
     91 :     5520.67 MFlops
     92 :     5208.62 MFlops
     93 :     6290.18 MFlops
     94 :     5437.54 MFlops
     95 :     5553.85 MFlops
     96 :     6144.00 MFlops
     97 :     5790.15 MFlops
     98 :     6402.67 MFlops
     99 :     8712.00 MFlops
    100 :     5333.33 MFlops
    101 :     5829.14 MFlops
    102 :     6402.46 MFlops
    103 :     7072.67 MFlops
    104 :     6180.57 MFlops
    105 :     5880.00 MFlops
    106 :     6420.57 MFlops
    107 :     7045.54 MFlops
    108 :     7776.00 MFlops
    109 :     6336.53 MFlops
    110 :     7446.15 MFlops
    111 :     6571.20 MFlops
    112 :     7719.38 MFlops
    113 :     7296.57 MFlops
    114 :     7997.54 MFlops
    115 :     7557.14 MFlops
    116 :     6332.24 MFlops
    117 :     6844.50 MFlops
    118 :     8568.62 MFlops
    119 :     8714.46 MFlops
    120 :     8228.57 MFlops
    121 :     7320.50 MFlops
    122 :     8505.14 MFlops
    123 :     8645.14 MFlops
    124 :     8200.53 MFlops
    125 :     8928.57 MFlops
    126 :     9769.85 MFlops
    127 :     8602.13 MFlops
    128 :     8738.13 MFlops
    129 :    10240.62 MFlops
    130 :     8450.00 MFlops
    131 :     9152.53 MFlops
    132 :     9292.80 MFlops
    133 :    10108.00 MFlops
    134 :     8449.88 MFlops
    135 :     6339.13 MFlops
    136 :     3082.67 MFlops
    137 :    12512.67 MFlops
    138 :     8961.88 MFlops
    139 :    11889.85 MFlops
    140 :    10453.33 MFlops
    141 :    10603.20 MFlops
    142 :    13442.67 MFlops
    143 :    11685.14 MFlops
    144 :     9758.12 MFlops
    145 :    10512.50 MFlops
    146 :    10658.00 MFlops
    147 :    10168.94 MFlops
    148 :    11682.13 MFlops
