From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    149 :     9867.11 MFlops
    150 :    11250.00 MFlops
    151 :    11400.50 MFlops
    152 :    13202.29 MFlops
    153 :    11704.50 MFlops
    154 :    11858.00 MFlops
    155 :    10677.78 MFlops
    156 :    11452.24 MFlops
    157 :    11599.53 MFlops
    158 :    12482.00 MFlops
    159 :    11896.94 MFlops
    160 :    12800.00 MFlops
    161 :    13824.53 MFlops
    162 :    11050.11 MFlops
    163 :    12503.06 MFlops
    164 :    16551.38 MFlops
    165 :    19800.00 MFlops
    166 :    15746.29 MFlops
    167 :    15936.57 MFlops
    168 :    18816.00 MFlops
    169 :    17576.00 MFlops
    170 :    16514.29 MFlops
    171 :    12996.00 MFlops
    172 :    13921.88 MFlops
    173 :    17102.29 MFlops
    174 :    16147.20 MFlops
    175 :    17500.00 MFlops
    176 :    19062.15 MFlops
    177 :    19279.38 MFlops
    178 :    23042.91 MFlops
    179 :    18309.14 MFlops
    180 :    14400.00 MFlops
    181 :    15416.94 MFlops
    182 :    18928.00 MFlops
    183 :    17860.80 MFlops
    184 :    19346.29 MFlops
    185 :    16105.88 MFlops
    186 :    19769.14 MFlops
    187 :    18650.13 MFlops
    188 :    18850.13 MFlops
    189 :    20412.00 MFlops
    190 :    13752.38 MFlops
    191 :    20846.29 MFlops
    192 :    17347.76 MFlops
    193 :    17528.94 MFlops
    194 :    18818.00 MFlops
    195 :    21728.57 MFlops
    196 :    21952.00 MFlops
    197 :    20698.13 MFlops
    198 :    19602.00 MFlops
    199 :    22629.14 MFlops
    200 :    20000.00 MFlops
