From :   1  To : 200 Step =   1 Uplo = 'L' Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
    148x148 :    14602.67 MFlops
    149x149 :    14800.67 MFlops
    150x150 :    13846.15 MFlops
    151x151 :    14031.38 MFlops
    152x152 :    15402.67 MFlops
    153x153 :    14405.54 MFlops
    154x154 :    14594.46 MFlops
    155x155 :    14784.62 MFlops
    156x156 :    14976.00 MFlops
    157x157 :    15168.62 MFlops
    158x158 :    15362.46 MFlops
    159x159 :    14446.29 MFlops
    160x160 :    14628.57 MFlops
    161x161 :    14812.00 MFlops
    162x162 :    14996.57 MFlops
    163x163 :    15182.29 MFlops
    164x164 :    13448.00 MFlops
    165x165 :    15557.14 MFlops
    166x166 :    15746.29 MFlops
    167x167 :    15936.57 MFlops
    168x168 :    15052.80 MFlops
    169x169 :    15232.53 MFlops
    170x170 :    14450.00 MFlops
    171x171 :    11696.40 MFlops
    172x172 :    14792.00 MFlops
    173x173 :    14964.50 MFlops
    174x174 :    15138.00 MFlops
    175x175 :    15312.50 MFlops
    176x176 :    15488.00 MFlops
    177x177 :    14743.06 MFlops
    178x178 :    15842.00 MFlops
    179x179 :    15078.12 MFlops
    180x180 :    15247.06 MFlops
    181x181 :    14560.44 MFlops
    182x182 :    14721.78 MFlops
    183x183 :    14884.00 MFlops
    184x184 :    15932.24 MFlops
    185x185 :    16105.88 MFlops
    186x186 :    14566.74 MFlops
    187x187 :    15541.78 MFlops
    188x188 :    14881.68 MFlops
    189x189 :    15876.00 MFlops
    190x190 :    15200.00 MFlops
    191x191 :    15360.42 MFlops
    192x192 :    14745.60 MFlops
    193x193 :    14899.60 MFlops
    194x194 :    14337.52 MFlops
    195x195 :    14485.71 MFlops
    196x196 :    14634.67 MFlops
    197x197 :    14784.38 MFlops
    198x198 :    14934.86 MFlops
    199x199 :    14400.36 MFlops
    200x200 :    14545.45 MFlops
