From :   1  To : 200 Step =   1 Side = L Uplo = U Trans = N Diag = U Loops = 1
   SIZE       Flops
      1 :        0.09 MFlops
      2 :         inf MFlops
      3 :         inf MFlops
      4 :         inf MFlops
      5 :      125.00 MFlops
      6 :      216.00 MFlops
      7 :         inf MFlops
      8 :         inf MFlops
      9 :         inf MFlops
     10 :         inf MFlops
     11 :         inf MFlops
     12 :         inf MFlops
     13 :     2197.00 MFlops
     14 :     2744.00 MFlops
     15 :         inf MFlops
     16 :         inf MFlops
     17 :         inf MFlops
     18 :     5832.00 MFlops
     19 :         inf MFlops
     20 :         inf MFlops
     21 :         inf MFlops
     22 :         inf MFlops
     23 :    12167.00 MFlops
     24 :    13824.00 MFlops
     25 :    15625.00 MFlops
     26 :    17576.00 MFlops
     27 :    19683.00 MFlops
     28 :    21952.00 MFlops
     29 :    24389.00 MFlops
     30 :    13500.00 MFlops
     31 :    14895.50 MFlops
     32 :    32768.00 MFlops
     33 :    17968.50 MFlops
     34 :    19652.00 MFlops
     35 :    14291.67 MFlops
     36 :    23328.00 MFlops
     37 :    25326.50 MFlops
     38 :    18290.67 MFlops
     39 :    19773.00 MFlops
     40 :    21333.33 MFlops
     41 :    22973.67 MFlops
     42 :    24696.00 MFlops
     43 :    26502.33 MFlops
     44 :    21296.00 MFlops
     45 :    18225.00 MFlops
     46 :    24334.00 MFlops
     47 :    20764.60 MFlops
     48 :    27648.00 MFlops
     49 :    23529.80 MFlops
     50 :    25000.00 MFlops
     51 :    22108.50 MFlops
     52 :    28121.60 MFlops
     53 :    21268.14 MFlops
     54 :    22494.86 MFlops
     55 :    23767.86 MFlops
     56 :    25088.00 MFlops
     57 :    23149.12 MFlops
     58 :    24389.00 MFlops
     59 :    22819.89 MFlops
     60 :    24000.00 MFlops
     61 :    22698.10 MFlops
     62 :    23832.80 MFlops
     63 :    25004.70 MFlops
     64 :    23831.27 MFlops
     65 :     2288.54 MFlops
     66 :    12499.83 MFlops
     67 :    18797.69 MFlops
     68 :    20962.13 MFlops
     69 :    21900.60 MFlops
     70 :    22866.67 MFlops
     71 :    22369.44 MFlops
     72 :    20736.00 MFlops
     73 :    22883.35 MFlops
     74 :    25326.50 MFlops
     75 :    24816.18 MFlops
     76 :    24387.56 MFlops
     77 :    24028.05 MFlops
     78 :    21570.55 MFlops
     79 :    20543.29 MFlops
     80 :    26947.37 MFlops
     81 :    19683.00 MFlops
     82 :    19012.69 MFlops
     83 :    23824.46 MFlops
     84 :    24696.00 MFlops
     85 :    23620.19 MFlops
     86 :    25442.24 MFlops
     87 :    23517.96 MFlops
     88 :    28394.67 MFlops
     89 :    26109.96 MFlops
     90 :    29160.00 MFlops
     91 :    31398.79 MFlops
     92 :    31147.52 MFlops
     93 :    28727.04 MFlops
     94 :    16285.96 MFlops
     95 :    20911.59 MFlops
     96 :    23911.78 MFlops
     97 :    22816.83 MFlops
     98 :    23529.80 MFlops
     99 :    23102.36 MFlops
    100 :    16666.67 MFlops
    101 :    23415.93 MFlops
    102 :    13101.33 MFlops
    103 :    17344.87 MFlops
    104 :    25565.09 MFlops
    105 :    30463.82 MFlops
    106 :    22904.15 MFlops
    107 :    23558.52 MFlops
    108 :    21719.17 MFlops
    109 :    35000.78 MFlops
    110 :    36972.22 MFlops
    111 :    36963.00 MFlops
    112 :    42573.58 MFlops
    113 :    38997.22 MFlops
    114 :    41154.00 MFlops
    115 :    27652.27 MFlops
    116 :    34686.58 MFlops
    117 :    33366.94 MFlops
    118 :    34229.83 MFlops
    119 :    34391.00 MFlops
    120 :    36765.96 MFlops
    121 :    35431.22 MFlops
    122 :    35604.86 MFlops
    123 :    32083.91 MFlops
    124 :    34046.86 MFlops
    125 :    31001.98 MFlops
    126 :    36370.47 MFlops
    127 :    32005.98 MFlops
    128 :    39568.91 MFlops
    129 :    34624.02 MFlops
    130 :    32791.04 MFlops
    131 :    38760.19 MFlops
    132 :    37704.39 MFlops
    133 :    25572.14 MFlops
    134 :    25596.85 MFlops
    135 :    32373.36 MFlops
    136 :    36455.88 MFlops
    137 :    40815.13 MFlops
    138 :    31286.57 MFlops
    139 :    32751.45 MFlops
    140 :    34734.18 MFlops
    141 :    37376.28 MFlops
    142 :    36708.82 MFlops
    143 :    37489.83 MFlops
    144 :    38281.85 MFlops
    145 :    31756.51 MFlops
    146 :    41495.15 MFlops
    147 :    40724.65 MFlops
    148 :    39534.05 MFlops
    149 :    45314.37 MFlops
    150 :    39705.88 MFlops
    151 :    40987.51 MFlops
    152 :    45607.90 MFlops
    153 :    41646.24 MFlops
    154 :    34783.47 MFlops
    155 :    46548.44 MFlops
    156 :    42656.36 MFlops
    157 :    46070.15 MFlops
    158 :    45864.09 MFlops
    159 :    50245.99 MFlops
    160 :    47080.46 MFlops
    161 :    32102.16 MFlops
    162 :    53816.81 MFlops
    163 :    32808.69 MFlops
    164 :    41612.68 MFlops
    165 :    42782.14 MFlops
    166 :    39433.59 MFlops
    167 :    42729.02 MFlops
    168 :    52105.85 MFlops
    169 :    46411.62 MFlops
    170 :    56471.26 MFlops
    171 :    45873.50 MFlops
    172 :    41035.87 MFlops
    173 :    57530.19 MFlops
    174 :    51647.29 MFlops
    175 :    51041.67 MFlops
    176 :    46596.38 MFlops
    177 :    46993.50 MFlops
    178 :    50354.93 MFlops
    179 :    50755.21 MFlops
    180 :    44519.08 MFlops
    181 :    50681.55 MFlops
    182 :    49414.49 MFlops
    183 :    46078.85 MFlops
    184 :    54169.60 MFlops
    185 :    46900.93 MFlops
    186 :    53180.63 MFlops
    187 :    51087.52 MFlops
    188 :    54914.64 MFlops
    189 :    50009.40 MFlops
    190 :    49702.90 MFlops
    191 :    54865.13 MFlops
    192 :    51663.42 MFlops
    193 :    43307.57 MFlops
    194 :    47721.46 MFlops
    195 :    51137.07 MFlops
    196 :    53782.40 MFlops
    197 :    56215.98 MFlops
    198 :    46481.39 MFlops
    199 :    51172.72 MFlops
    200 :    62015.50 MFlops
