From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
      1 :        0.73 MFlops
      2 :         inf MFlops
      3 :         inf MFlops
      4 :      512.00 MFlops
      5 :       23.26 MFlops
      6 :      115.20 MFlops
      7 :      392.00 MFlops
      8 :      819.20 MFlops
      9 :      188.13 MFlops
     10 :      470.59 MFlops
     11 :      443.67 MFlops
     12 :      418.91 MFlops
     13 :      764.17 MFlops
     14 :     2195.20 MFlops
     15 :     3857.14 MFlops
     16 :     2520.62 MFlops
     17 :     1267.87 MFlops
     18 :     2455.58 MFlops
     19 :     3658.13 MFlops
     20 :     4000.00 MFlops
     21 :     2744.00 MFlops
     22 :     4259.20 MFlops
     23 :     5725.65 MFlops
     24 :     3567.48 MFlops
     25 :     4807.69 MFlops
     26 :     6113.39 MFlops
     27 :     7873.20 MFlops
     28 :     6504.30 MFlops
     29 :     6728.00 MFlops
     30 :     8000.00 MFlops
     31 :    10833.09 MFlops
     32 :    10082.46 MFlops
     33 :     9913.66 MFlops
     34 :    10142.97 MFlops
     35 :    12703.70 MFlops
     36 :     9331.20 MFlops
     37 :    13507.47 MFlops
     38 :    13302.30 MFlops
     39 :    14829.75 MFlops
     40 :    16516.13 MFlops
     41 :    17786.06 MFlops
     42 :    13470.55 MFlops
     43 :    15901.40 MFlops
     44 :    15848.19 MFlops
     45 :    12355.93 MFlops
     46 :    21630.22 MFlops
     47 :    18457.42 MFlops
     48 :    17694.72 MFlops
     49 :    20025.36 MFlops
     50 :    20408.16 MFlops
     51 :    21657.31 MFlops
     52 :    22056.16 MFlops
     53 :    14349.59 MFlops
     54 :    25194.24 MFlops
     55 :    25113.21 MFlops
     56 :    26508.08 MFlops
     57 :    24692.40 MFlops
     58 :    23296.96 MFlops
     59 :    17859.04 MFlops
     60 :    28327.87 MFlops
     61 :    30264.13 MFlops
     62 :    29332.68 MFlops
     63 :    30308.73 MFlops
     64 :    14768.68 MFlops
     65 :    24965.91 MFlops
     66 :    23958.00 MFlops
     67 :    24061.04 MFlops
     68 :    24905.50 MFlops
     69 :    26020.51 MFlops
     70 :    25644.86 MFlops
     71 :    25565.07 MFlops
     72 :    24883.20 MFlops
     73 :    26374.03 MFlops
     74 :    25934.34 MFlops
     75 :    25763.36 MFlops
     76 :    26207.52 MFlops
     77 :    25188.03 MFlops
     78 :    25651.46 MFlops
     79 :    26471.89 MFlops
     80 :    26771.24 MFlops
     81 :    25766.84 MFlops
     82 :    27917.37 MFlops
     83 :    27556.00 MFlops
     84 :    27095.04 MFlops
     85 :    31094.94 MFlops
     86 :    34381.41 MFlops
     87 :    31927.42 MFlops
     88 :    40684.90 MFlops
     89 :    29998.68 MFlops
     90 :    33517.24 MFlops
     91 :    35672.00 MFlops
     92 :    37527.13 MFlops
     93 :    33341.22 MFlops
     94 :    34428.35 MFlops
     95 :    38105.56 MFlops
     96 :    30118.67 MFlops
     97 :    52527.94 MFlops
     98 :    30607.87 MFlops
