From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
      1 :        2.00 MFlops
      2 :         inf MFlops
      3 :       72.00 MFlops
      4 :      128.00 MFlops
      5 :         inf MFlops
      6 :         inf MFlops
      7 :      392.00 MFlops
      8 :         inf MFlops
      9 :         inf MFlops
     10 :         inf MFlops
     11 :         inf MFlops
     12 :         inf MFlops
     13 :         inf MFlops
     14 :         inf MFlops
     15 :         inf MFlops
     16 :         inf MFlops
     17 :      385.33 MFlops
     18 :      648.00 MFlops
     19 :     1444.00 MFlops
     20 :      400.00 MFlops
     21 :      441.00 MFlops
     22 :      774.40 MFlops
     23 :      604.57 MFlops
     24 :      921.60 MFlops
     25 :     1666.67 MFlops
     26 :     1081.60 MFlops
     27 :     1166.40 MFlops
     28 :     1045.33 MFlops
     29 :      961.14 MFlops
     30 :     1800.00 MFlops
     31 :     1922.00 MFlops
     32 :     1024.00 MFlops
     33 :      871.20 MFlops
     34 :      318.90 MFlops
     35 :     2450.00 MFlops
     36 :     2592.00 MFlops
     37 :     1564.57 MFlops
     38 :     3850.67 MFlops
     39 :     1738.29 MFlops
     40 :     4266.67 MFlops
     41 :     3362.00 MFlops
     42 :     3528.00 MFlops
     43 :     3698.00 MFlops
     44 :     3872.00 MFlops
     45 :     4050.00 MFlops
     46 :     4232.00 MFlops
     47 :     2945.33 MFlops
     48 :     4608.00 MFlops
     49 :     4802.00 MFlops
     50 :     5000.00 MFlops
     51 :     4161.60 MFlops
     52 :     4326.40 MFlops
     53 :     4494.40 MFlops
     54 :     5832.00 MFlops
     55 :     6050.00 MFlops
     56 :     5017.60 MFlops
     57 :     6498.00 MFlops
     58 :     6728.00 MFlops
     59 :     6962.00 MFlops
     60 :     5760.00 MFlops
     61 :     5953.60 MFlops
     62 :     7688.00 MFlops
     63 :     3969.00 MFlops
     64 :     5461.33 MFlops
     65 :     8450.00 MFlops
     66 :     5808.00 MFlops
     67 :     4489.00 MFlops
     68 :     6165.33 MFlops
     69 :     6348.00 MFlops
     70 :     6533.33 MFlops
     71 :     5761.14 MFlops
     72 :     4608.00 MFlops
     73 :     7105.33 MFlops
     74 :     4867.56 MFlops
     75 :     5000.00 MFlops
     76 :     5776.00 MFlops
     77 :     5929.00 MFlops
     78 :     5408.00 MFlops
     79 :     7132.57 MFlops
     80 :     7314.29 MFlops
     81 :     8748.00 MFlops
     82 :     8965.33 MFlops
     83 :     7873.14 MFlops
     84 :    11289.60 MFlops
     85 :     9633.33 MFlops
     86 :     6574.22 MFlops
     87 :     5046.00 MFlops
     88 :     4425.14 MFlops
     89 :     6336.80 MFlops
     90 :     9257.14 MFlops
     91 :     7360.89 MFlops
     92 :     6155.64 MFlops
     93 :     4942.29 MFlops
     94 :     7854.22 MFlops
     95 :    10314.29 MFlops
     96 :     3880.42 MFlops
     97 :     5376.57 MFlops
     98 :     6402.67 MFlops
     99 :     5600.57 MFlops
    100 :     8000.00 MFlops
    101 :     7418.91 MFlops
    102 :     6402.46 MFlops
    103 :     7072.67 MFlops
    104 :     8652.80 MFlops
    105 :     7350.00 MFlops
    106 :     6420.57 MFlops
    107 :     7045.54 MFlops
    108 :     5832.00 MFlops
    109 :     5940.50 MFlops
    110 :     6050.00 MFlops
    111 :     9856.80 MFlops
    112 :     7719.38 MFlops
    113 :     6810.13 MFlops
    114 :     3585.10 MFlops
    115 :     7557.14 MFlops
    116 :     7176.53 MFlops
    117 :     5214.86 MFlops
    118 :    13924.00 MFlops
    119 :     2221.33 MFlops
    120 :     5236.36 MFlops
    121 :     5324.00 MFlops
    122 :     9922.67 MFlops
    123 :    15129.00 MFlops
    124 :    11182.55 MFlops
    125 :     5681.82 MFlops
    126 :    10584.00 MFlops
    127 :    14336.89 MFlops
    128 :    14563.56 MFlops
    129 :    16641.00 MFlops
    130 :    16900.00 MFlops
    131 :    13728.80 MFlops
    132 :    15488.00 MFlops
    133 :    15723.56 MFlops
    134 :    14364.80 MFlops
    135 :    14580.00 MFlops
    136 :    12330.67 MFlops
    137 :    11550.15 MFlops
    138 :    13850.18 MFlops
    139 :    19321.00 MFlops
    140 :    14254.55 MFlops
    141 :    15904.80 MFlops
    142 :    11522.29 MFlops
    143 :    10224.50 MFlops
    144 :    11849.14 MFlops
    145 :    12938.46 MFlops
    146 :    14210.67 MFlops
    147 :    11524.80 MFlops
    148 :    12516.57 MFlops
    149 :    11840.53 MFlops
    150 :    12857.14 MFlops
    151 :    13029.14 MFlops
    152 :    12322.13 MFlops
    153 :    14405.54 MFlops
    154 :    13552.00 MFlops
    155 :    12813.33 MFlops
    156 :    14976.00 MFlops
    157 :    19719.20 MFlops
