From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
      1 :        0.20 MFlops
      2 :       16.00 MFlops
      3 :       54.00 MFlops
      4 :      128.00 MFlops
      5 :      250.00 MFlops
      6 :      432.00 MFlops
      7 :      686.00 MFlops
      8 :     1024.00 MFlops
      9 :       32.40 MFlops
     10 :      125.00 MFlops
     11 :      204.77 MFlops
     12 :      576.00 MFlops
     13 :      231.26 MFlops
     14 :      457.33 MFlops
     15 :      519.23 MFlops
     16 :     1638.40 MFlops
     17 :      578.00 MFlops
     18 :     1296.00 MFlops
     19 :     1247.09 MFlops
     20 :     1333.33 MFlops
     21 :     2315.25 MFlops
     22 :     5324.00 MFlops
     23 :     2027.83 MFlops
     24 :     2513.45 MFlops
     25 :     1644.74 MFlops
     26 :     4394.00 MFlops
     27 :     2811.86 MFlops
     28 :     1626.07 MFlops
     29 :     3251.87 MFlops
     30 :     3857.14 MFlops
     31 :     2979.10 MFlops
     32 :     5041.23 MFlops
     33 :     3993.00 MFlops
     34 :     6046.77 MFlops
     35 :     5359.37 MFlops
     36 :     5488.94 MFlops
     37 :     5959.18 MFlops
     38 :     5776.00 MFlops
     39 :     5931.90 MFlops
     40 :     9142.86 MFlops
     41 :     8615.12 MFlops
     42 :     7798.74 MFlops
     43 :     8834.11 MFlops
     44 :    12169.14 MFlops
     45 :     9592.11 MFlops
     46 :     7786.88 MFlops
     47 :     8305.84 MFlops
     48 :    10532.57 MFlops
     49 :    11764.90 MFlops
     50 :    10000.00 MFlops
     51 :    10612.08 MFlops
     52 :    11717.33 MFlops
     53 :    11910.16 MFlops
     54 :    11664.00 MFlops
     55 :    10733.87 MFlops
     56 :    10035.20 MFlops
     57 :    10010.43 MFlops
     58 :    13007.47 MFlops
     59 :    14669.93 MFlops
     60 :    14400.00 MFlops
     61 :    15653.86 MFlops
     62 :    13618.74 MFlops
     63 :    14288.40 MFlops
     64 :    13107.20 MFlops
     65 :    14844.59 MFlops
     66 :    16428.34 MFlops
     67 :    25063.58 MFlops
     68 :    25154.56 MFlops
     69 :    19324.06 MFlops
     70 :    26384.62 MFlops
     71 :    24683.52 MFlops
     72 :    14355.69 MFlops
     73 :    22883.35 MFlops
     74 :    25326.50 MFlops
     75 :    24107.14 MFlops
     76 :    25084.34 MFlops
     77 :    26087.60 MFlops
     78 :    36504.00 MFlops
     79 :    37926.08 MFlops
     80 :    26947.37 MFlops
     81 :    19683.00 MFlops
     82 :    23972.52 MFlops
     83 :    21576.87 MFlops
     84 :    21552.87 MFlops
     85 :    22331.82 MFlops
     86 :    22317.75 MFlops
     87 :    35594.76 MFlops
     88 :    37859.56 MFlops
     89 :    28774.24 MFlops
     90 :    26509.09 MFlops
     91 :    24308.74 MFlops
     92 :    25530.75 MFlops
     93 :    24010.66 MFlops
     94 :    37753.82 MFlops
     95 :    40827.38 MFlops
     96 :    40215.27 MFlops
     97 :    29923.70 MFlops
     98 :    31904.81 MFlops
     99 :    28538.21 MFlops
    100 :    29411.76 MFlops
    101 :    26417.97 MFlops
    102 :    26202.67 MFlops
    103 :    23754.93 MFlops
    104 :    23933.28 MFlops
    105 :    31715.75 MFlops
    106 :    34522.20 MFlops
    107 :    30247.98 MFlops
    108 :    33150.32 MFlops
    109 :    28462.18 MFlops
    110 :    28623.66 MFlops
    111 :    13608.27 MFlops
    112 :    16431.91 MFlops
    113 :    18380.85 MFlops
    114 :    18404.27 MFlops
    115 :    25560.92 MFlops
    116 :    27146.02 MFlops
    117 :    27854.14 MFlops
    118 :    29080.21 MFlops
    119 :    46168.74 MFlops
    120 :    48000.00 MFlops
    121 :    38935.41 MFlops
    122 :    31579.97 MFlops
    123 :    51690.75 MFlops
    124 :    39721.33 MFlops
    125 :    35837.16 MFlops
    126 :    36704.15 MFlops
    127 :    36578.27 MFlops
    128 :    33026.02 MFlops
    129 :    38679.08 MFlops
    130 :    35723.58 MFlops
    131 :    40506.14 MFlops
    132 :    41070.86 MFlops
    133 :    40915.43 MFlops
    134 :    40438.72 MFlops
    135 :    38145.35 MFlops
    136 :    37544.12 MFlops
    137 :    47180.79 MFlops
    138 :    41386.96 MFlops
    139 :    41637.50 MFlops
    140 :    42875.00 MFlops
    141 :    43800.33 MFlops
    142 :    44392.06 MFlops
    143 :    44306.17 MFlops
    144 :    41185.99 MFlops
    145 :    38835.99 MFlops
    146 :    41773.64 MFlops
    147 :    42637.89 MFlops
    148 :    42937.64 MFlops
    149 :    43241.16 MFlops
    150 :    43548.39 MFlops
    151 :    45005.90 MFlops
    152 :    44736.41 MFlops
    153 :    50444.75 MFlops
    154 :    49690.67 MFlops
    155 :    52448.94 MFlops
    156 :    44663.72 MFlops
    157 :    46907.79 MFlops
    158 :    47521.83 MFlops
    159 :    46740.45 MFlops
    160 :    47627.91 MFlops
    161 :    48246.02 MFlops
    162 :    48039.86 MFlops
    163 :    46318.15 MFlops
    164 :    45709.26 MFlops
    165 :    51338.57 MFlops
    166 :    55112.00 MFlops
    167 :    62099.51 MFlops
    168 :    47895.27 MFlops
    169 :    50808.52 MFlops
    170 :    51177.08 MFlops
    171 :    51284.22 MFlops
    172 :    52189.21 MFlops
    173 :    52833.85 MFlops
    174 :    53755.35 MFlops
    175 :    49623.84 MFlops
    176 :    51431.85 MFlops
    177 :    51824.61 MFlops
    178 :    52955.42 MFlops
    179 :    52617.79 MFlops
    180 :    58029.85 MFlops
    181 :    52475.58 MFlops
    182 :    56873.28 MFlops
    183 :    49825.10 MFlops
    184 :    51483.50 MFlops
    185 :    52544.61 MFlops
    186 :    75704.19 MFlops
    187 :    52949.01 MFlops
    188 :    52945.59 MFlops
    189 :    54666.15 MFlops
    190 :    55092.37 MFlops
    191 :    52390.01 MFlops
    192 :    56623.10 MFlops
    193 :    47296.43 MFlops
    194 :    50009.48 MFlops
    195 :    50613.48 MFlops
    196 :    51047.70 MFlops
    197 :    51483.99 MFlops
    198 :    52096.59 MFlops
    199 :    52713.04 MFlops
    200 :    69869.00 MFlops
