From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
      1 :        0.24 MFlops
      2 :       32.00 MFlops
      3 :      108.00 MFlops
      4 :         inf MFlops
      5 :      500.00 MFlops
      6 :      864.00 MFlops
      7 :     1372.00 MFlops
      8 :     2048.00 MFlops
      9 :     2916.00 MFlops
     10 :     4000.00 MFlops
     11 :     5324.00 MFlops
     12 :     6912.00 MFlops
     13 :     8788.00 MFlops
     14 :    10976.00 MFlops
     15 :    13500.00 MFlops
     16 :     8192.00 MFlops
     17 :     9826.00 MFlops
     18 :    11664.00 MFlops
     19 :     9145.33 MFlops
     20 :    16000.00 MFlops
     21 :    18522.00 MFlops
     22 :    14197.33 MFlops
     23 :    12167.00 MFlops
     24 :    13824.00 MFlops
     25 :    15625.00 MFlops
     26 :    17576.00 MFlops
     27 :    15746.40 MFlops
     28 :    17561.60 MFlops
     29 :    19511.20 MFlops
     30 :    18000.00 MFlops
     31 :    19860.67 MFlops
     32 :     3360.82 MFlops
     33 :    11057.54 MFlops
     34 :     4491.89 MFlops
     35 :     6860.00 MFlops
     36 :     6665.14 MFlops
     37 :     5788.91 MFlops
     38 :     7838.86 MFlops
     39 :     9886.50 MFlops
     40 :    12800.00 MFlops
     41 :    11986.26 MFlops
     42 :    12348.00 MFlops
     43 :     8595.35 MFlops
     44 :     6814.72 MFlops
     45 :    11045.45 MFlops
     46 :     9733.60 MFlops
     47 :    15381.19 MFlops
     48 :    20107.64 MFlops
     49 :    15180.52 MFlops
     50 :    16129.03 MFlops
     51 :    15606.00 MFlops
     52 :    18142.97 MFlops
     53 :    19850.27 MFlops
     54 :    19683.00 MFlops
     55 :    18486.11 MFlops
     56 :    18985.51 MFlops
     57 :    21787.41 MFlops
     58 :    16966.26 MFlops
     59 :    21618.84 MFlops
     60 :    21073.17 MFlops
     61 :    21114.51 MFlops
     62 :    22170.05 MFlops
     63 :    23260.19 MFlops
     64 :    26886.56 MFlops
     65 :    24965.91 MFlops
     66 :    24467.74 MFlops
     67 :    24061.04 MFlops
     68 :    26760.17 MFlops
     69 :    29200.80 MFlops
     70 :    27440.00 MFlops
     71 :    20748.46 MFlops
     72 :    28711.38 MFlops
     73 :    25934.47 MFlops
     74 :    26143.48 MFlops
     75 :    19852.94 MFlops
     76 :    31925.53 MFlops
     77 :    29453.74 MFlops
     78 :    28760.73 MFlops
     79 :    25612.42 MFlops
     80 :    28845.07 MFlops
     81 :    32704.06 MFlops
     82 :    31062.99 MFlops
     83 :    24331.36 MFlops
     84 :    31610.88 MFlops
     85 :    31493.59 MFlops
     86 :    30288.38 MFlops
     87 :    29595.64 MFlops
     88 :    34073.60 MFlops
     89 :    34813.28 MFlops
     90 :    36450.00 MFlops
     91 :    47845.78 MFlops
     92 :    42667.84 MFlops
     93 :    42334.58 MFlops
     94 :    47461.94 MFlops
     95 :    48302.82 MFlops
     96 :    40677.52 MFlops
     97 :    31745.15 MFlops
     98 :    30607.87 MFlops
     99 :    29855.35 MFlops
    100 :    35087.72 MFlops
    101 :    35223.97 MFlops
    102 :    33423.87 MFlops
    103 :    31673.25 MFlops
    104 :    32138.97 MFlops
    105 :    30264.71 MFlops
    106 :    32408.60 MFlops
    107 :    30626.07 MFlops
    108 :    34046.27 MFlops
    109 :    34534.11 MFlops
    110 :    51192.31 MFlops
    111 :    51608.72 MFlops
    112 :    49295.72 MFlops
    113 :    50187.72 MFlops
    114 :    48575.21 MFlops
    115 :    49864.75 MFlops
    116 :    50760.85 MFlops
    117 :    51251.62 MFlops
    118 :    46282.59 MFlops
    119 :    35664.74 MFlops
    120 :    41389.22 MFlops
    121 :    38722.64 MFlops
    122 :    39050.49 MFlops
    123 :    37593.27 MFlops
    124 :    40783.40 MFlops
    125 :    39657.36 MFlops
    126 :    39416.28 MFlops
    127 :    52188.10 MFlops
    128 :    47393.27 MFlops
    129 :    51417.70 MFlops
    130 :    51391.81 MFlops
    131 :    50518.90 MFlops
    132 :    52872.83 MFlops
    133 :    54083.61 MFlops
    134 :    54375.23 MFlops
    135 :    54372.93 MFlops
    136 :    52405.33 MFlops
    137 :    50172.74 MFlops
    138 :    44924.31 MFlops
    139 :    60013.83 MFlops
    140 :    43043.14 MFlops
    141 :    61272.59 MFlops
    142 :    54538.82 MFlops
    143 :    54403.85 MFlops
    144 :    45071.46 MFlops
    145 :    43551.79 MFlops
    146 :    43224.11 MFlops
    147 :    41659.32 MFlops
    148 :    48026.55 MFlops
    149 :    46590.83 MFlops
    150 :    39244.19 MFlops
    151 :    38903.40 MFlops
    152 :    42957.90 MFlops
    153 :    52477.32 MFlops
    154 :    39061.65 MFlops
    155 :    42196.88 MFlops
    156 :    43511.93 MFlops
    157 :    42526.30 MFlops
    158 :    42072.66 MFlops
    159 :    39798.80 MFlops
    160 :    44521.74 MFlops
    161 :    43134.69 MFlops
    162 :    37541.09 MFlops
    163 :    48388.23 MFlops
    164 :    41809.90 MFlops
    165 :    41497.69 MFlops
    166 :    42256.78 MFlops
    167 :    46808.67 MFlops
    168 :    67257.19 MFlops
