From :   1  To : 200 Step =   1 Uplo = 'L' Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
      1x1 :        0.50 MFlops
      2x2 :        8.00 MFlops
      3x3 :         inf MFlops
      4x4 :       32.00 MFlops
      5x5 :        8.33 MFlops
      6x6 :        9.00 MFlops
      7x7 :        3.16 MFlops
      8x8 :       16.00 MFlops
      9x9 :       20.25 MFlops
     10x10 :       22.22 MFlops
     11x11 :       24.20 MFlops
     12x12 :       48.00 MFlops
     13x13 :       37.56 MFlops
     14x14 :       56.00 MFlops
     15x15 :       56.25 MFlops
     16x16 :       85.33 MFlops
     17x17 :       64.22 MFlops
     18x18 :       72.00 MFlops
     19x19 :       65.64 MFlops
     20x20 :       72.73 MFlops
     21x21 :      126.00 MFlops
     22x22 :       96.80 MFlops
     23x23 :      117.56 MFlops
     24x24 :      128.00 MFlops
     25x25 :      138.89 MFlops
     26x26 :      169.00 MFlops
     27x27 :      182.25 MFlops
     28x28 :      196.00 MFlops
     29x29 :      240.29 MFlops
     30x30 :      225.00 MFlops
     31x31 :      192.20 MFlops
     32x32 :      157.54 MFlops
     33x33 :      242.00 MFlops
     34x34 :      231.20 MFlops
     35x35 :      272.22 MFlops
     36x36 :      288.00 MFlops
     37x37 :      342.25 MFlops
     38x38 :      262.55 MFlops
     39x39 :      338.00 MFlops
     40x40 :      320.00 MFlops
     41x41 :      336.20 MFlops
     42x42 :      392.00 MFlops
     43x43 :      462.25 MFlops
     44x44 :      484.00 MFlops
     45x45 :      506.25 MFlops
     46x46 :      423.20 MFlops
     47x47 :      401.64 MFlops
     48x48 :      460.80 MFlops
     49x49 :      480.20 MFlops
     50x50 :      625.00 MFlops
     51x51 :      520.20 MFlops
     52x52 :      491.64 MFlops
     53x53 :      624.22 MFlops
     54x54 :      583.20 MFlops
     55x55 :      756.25 MFlops
     56x56 :      784.00 MFlops
     57x57 :      722.00 MFlops
     58x58 :      672.80 MFlops
     59x59 :      435.12 MFlops
     60x60 :      720.00 MFlops
     61x61 :      826.89 MFlops
     62x62 :      698.91 MFlops
     63x63 :      882.00 MFlops
     64x64 :      910.22 MFlops
     65x65 :      768.18 MFlops
     66x66 :     1089.00 MFlops
     67x67 :      897.80 MFlops
     68x68 :     1027.56 MFlops
     69x69 :      952.20 MFlops
     70x70 :      980.00 MFlops
     71x71 :     1120.22 MFlops
     72x72 :     1152.00 MFlops
     73x73 :     1065.80 MFlops
     74x74 :     1216.89 MFlops
     75x75 :      937.50 MFlops
     76x76 :      962.67 MFlops
     77x77 :     1317.56 MFlops
     78x78 :     1352.00 MFlops
     79x79 :     1386.89 MFlops
     80x80 :     1163.64 MFlops
     81x81 :     1312.20 MFlops
     82x82 :     1494.22 MFlops
     83x83 :     1148.17 MFlops
     84x84 :     1282.91 MFlops
     85x85 :     1445.00 MFlops
     86x86 :     1479.20 MFlops
     87x87 :     2162.57 MFlops
     88x88 :     1548.80 MFlops
     89x89 :     1760.22 MFlops
     90x90 :     1800.00 MFlops
     91x91 :     1840.22 MFlops
     92x92 :     1538.91 MFlops
     93x93 :     2162.25 MFlops
     94x94 :     1767.20 MFlops
     95x95 :     1640.91 MFlops
     96x96 :     1536.00 MFlops
     97x97 :     1881.80 MFlops
     98x98 :     1600.67 MFlops
     99x99 :     1782.00 MFlops
    100x100 :     2222.22 MFlops
    101x101 :     1854.73 MFlops
    102x102 :     1891.64 MFlops
    103x103 :     2121.80 MFlops
    104x104 :     2403.56 MFlops
    105x105 :     2205.00 MFlops
    106x106 :     1728.62 MFlops
    107x107 :     1761.38 MFlops
    108x108 :     2120.73 MFlops
    109x109 :     2160.18 MFlops
    110x110 :     1273.68 MFlops
    111x111 :     2053.50 MFlops
    112x112 :     2090.67 MFlops
    113x113 :     2321.64 MFlops
    114x114 :     2362.91 MFlops
    115x115 :     2404.55 MFlops
    116x116 :     2242.67 MFlops
    117x117 :     2488.91 MFlops
    118x118 :     2784.80 MFlops
    119x119 :     2574.73 MFlops
    120x120 :     2880.00 MFlops
    121x121 :     2440.17 MFlops
    122x122 :     2480.67 MFlops
    123x123 :     2161.29 MFlops
    124x124 :     2562.67 MFlops
    125x125 :     2604.17 MFlops
    126x126 :     2886.55 MFlops
    127x127 :     2932.55 MFlops
    128x128 :     2978.91 MFlops
    129x129 :     2773.50 MFlops
    130x130 :     2600.00 MFlops
    131x131 :     2860.17 MFlops
    132x132 :     2904.00 MFlops
    133x133 :     3216.18 MFlops
    134x134 :     2992.67 MFlops
    135x135 :     3037.50 MFlops
    136x136 :     3082.67 MFlops
    137x137 :     3128.17 MFlops
    138x138 :     3174.00 MFlops
    139x139 :     3864.20 MFlops
    140x140 :     3015.38 MFlops
    141x141 :     3058.62 MFlops
    142x142 :     3360.67 MFlops
    143x143 :     3408.17 MFlops
    144x144 :     3770.18 MFlops
    145x145 :     3234.62 MFlops
    146x146 :     3045.14 MFlops
    147x147 :     2274.63 MFlops
    148x148 :     2305.68 MFlops
    149x149 :     1082.98 MFlops
    150x150 :     3461.54 MFlops
    151x151 :     2533.44 MFlops
    152x152 :     1593.38 MFlops
    153x153 :     3601.38 MFlops
    154x154 :     4743.20 MFlops
    155x155 :     3696.15 MFlops
    156x156 :     3744.00 MFlops
    157x157 :     1493.88 MFlops
    158x158 :     2773.78 MFlops
    159x159 :     3611.57 MFlops
    160x160 :     3938.46 MFlops
    161x161 :     3987.85 MFlops
    162x162 :     4374.00 MFlops
    163x163 :     3795.57 MFlops
    164x164 :     4137.85 MFlops
    165x165 :     4188.46 MFlops
    166x166 :     3936.57 MFlops
    167x167 :     4648.17 MFlops
    168x168 :     4342.15 MFlops
    169x169 :     4760.17 MFlops
    170x170 :     3853.33 MFlops
    171x171 :     4873.50 MFlops
    172x172 :     4226.29 MFlops
    173x173 :     4604.46 MFlops
    174x174 :     5046.00 MFlops
    175x175 :     4711.54 MFlops
    176x176 :     5162.67 MFlops
    177x177 :     5221.50 MFlops
    178x178 :     4874.46 MFlops
    179x179 :     4929.38 MFlops
    180x180 :     5890.91 MFlops
    181x181 :     4680.14 MFlops
    182x182 :     5520.67 MFlops
    183x183 :     4784.14 MFlops
    184x184 :     5642.67 MFlops
    185x185 :     6222.73 MFlops
    186x186 :     5766.00 MFlops
    187x187 :     6358.00 MFlops
    188x188 :     5437.54 MFlops
    189x189 :     5953.50 MFlops
    190x190 :     5553.85 MFlops
    191x191 :     5612.46 MFlops
    192x192 :     3880.42 MFlops
    193x193 :     5730.62 MFlops
    194x194 :     6272.67 MFlops
    195x195 :     6913.64 MFlops
    196x196 :     5910.15 MFlops
    197x197 :     7761.80 MFlops
    198x198 :     6031.38 MFlops
    199x199 :     6092.46 MFlops
    200x200 :     7272.73 MFlops
