From :   1  To : 200 Step =   1
   SIZE       Residual     Decompose            Solve           Total
    150 :   3.018975e-05    19067.80 MFlops    6923.08 MFlops   18433.73 MFlops
    151 :   1.409650e-05    16249.92 MFlops    2197.69 MFlops   14450.02 MFlops
    152 :   6.750226e-06    13340.20 MFlops    2339.65 MFlops   12227.47 MFlops
    153 :   1.791120e-05    14024.78 MFlops    2340.90 MFlops   12796.51 MFlops
    154 :   1.177192e-05    18410.91 MFlops    2232.09 MFlops   16171.17 MFlops
    155 :   6.109476e-06    13966.71 MFlops    2372.84 MFlops   12780.98 MFlops
    156 :   9.685755e-06    14002.46 MFlops    2403.56 MFlops   12833.91 MFlops
    157 :   5.990267e-06    12098.14 MFlops    2347.52 MFlops   11224.02 MFlops
    158 :   3.874302e-07    14310.43 MFlops    2377.52 MFlops   13086.54 MFlops
    159 :   1.269579e-05    20456.38 MFlops    6974.07 MFlops   19749.35 MFlops
    160 :   1.049042e-05    19751.66 MFlops    6606.45 MFlops   19053.88 MFlops
    161 :   9.983778e-06    20570.70 MFlops    7150.62 MFlops   19887.93 MFlops
    162 :   1.162291e-05    20688.70 MFlops    7239.72 MFlops   20012.76 MFlops
    163 :   2.920628e-06    22337.83 MFlops    7085.07 MFlops   21501.30 MFlops
    164 :   2.413988e-06    22277.49 MFlops    6940.90 MFlops   21426.99 MFlops
    165 :   5.662441e-07    21126.98 MFlops    7025.81 MFlops   20395.99 MFlops
    166 :   6.735325e-06    22259.35 MFlops    7111.23 MFlops   21448.31 MFlops
    167 :   2.273917e-05    22664.05 MFlops    6972.25 MFlops   21798.30 MFlops
    168 :   5.161762e-05    22419.06 MFlops    6842.18 MFlops   21558.03 MFlops
    169 :   8.076429e-06    22781.40 MFlops    6923.88 MFlops   21906.32 MFlops
    170 :   6.049871e-06    20729.96 MFlops    7006.06 MFlops   20048.92 MFlops
    171 :   8.577108e-05    23810.53 MFlops    7088.73 MFlops   22879.97 MFlops
    172 :   3.576279e-06    24230.70 MFlops    6960.94 MFlops   23242.20 MFlops
    173 :   1.436472e-05    24265.81 MFlops    7042.12 MFlops   23294.66 MFlops
    174 :   5.421042e-05    18079.88 MFlops    6920.23 MFlops   17598.86 MFlops
    175 :   2.461672e-05    23700.94 MFlops    7000.00 MFlops   22784.74 MFlops
    176 :   1.600087e-04    22715.73 MFlops    2337.81 MFlops   19820.21 MFlops
    177 :   7.942319e-05    13109.30 MFlops    6773.84 MFlops   12908.09 MFlops
    178 :   5.698204e-05    25191.52 MFlops    6850.59 MFlops   24121.15 MFlops
    179 :   3.844500e-06    23748.82 MFlops    6927.78 MFlops   22834.90 MFlops
    180 :   1.159310e-05    25453.36 MFlops    6821.05 MFlops   24362.40 MFlops
    181 :   3.181398e-06    20482.70 MFlops    2361.15 MFlops   18204.68 MFlops
    182 :   1.689792e-05    15854.22 MFlops    2366.00 MFlops   14512.59 MFlops
    183 :   1.415610e-06    21475.21 MFlops    2329.67 MFlops   18961.81 MFlops
    184 :   1.922250e-05    15973.09 MFlops    6771.20 MFlops   15632.28 MFlops
    185 :   2.217293e-05    25738.31 MFlops    6845.00 MFlops   24652.49 MFlops
    186 :   1.465976e-04    25123.89 MFlops    7096.62 MFlops   24150.12 MFlops
    187 :   1.594424e-05    23219.54 MFlops    6993.80 MFlops   22399.02 MFlops
    188 :   3.859401e-06    25905.15 MFlops    7068.80 MFlops   24864.47 MFlops
    189 :   4.017353e-05    26282.31 MFlops    6969.95 MFlops   25191.67 MFlops
    190 :   7.522106e-05    21594.65 MFlops    2386.78 MFlops   19193.66 MFlops
    191 :   2.076104e-05    16938.00 MFlops    2372.75 MFlops   15469.54 MFlops
    192 :   7.122755e-06    16852.11 MFlops    2397.66 MFlops   15421.79 MFlops
    193 :   6.347895e-05    21183.23 MFlops    7095.05 MFlops   20558.41 MFlops
    194 :   4.913658e-06    26781.78 MFlops    7002.05 MFlops   25677.20 MFlops
    195 :   1.782179e-05    26612.38 MFlops    7074.42 MFlops   25543.51 MFlops
    196 :   2.652407e-06    19801.54 MFlops    2382.39 MFlops   17835.60 MFlops
    197 :   2.220273e-05    25709.54 MFlops    7056.18 MFlops   24728.95 MFlops
    198 :   1.782179e-05    25090.56 MFlops    2340.54 MFlops   21911.72 MFlops
    199 :   1.612306e-05    21575.90 MFlops    2364.24 MFlops   19252.47 MFlops
    200 :   3.784895e-06    21925.32 MFlops    6666.67 MFlops   21207.97 MFlops
