From :   1  To : 200 Step =   1 Uplo = 'L' k = 1 Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
    181x181 :     2172.00 MFlops
    182x182 :     2184.00 MFlops
    183x183 :     2196.00 MFlops
    184x184 :     2208.00 MFlops
    185x185 :     2220.00 MFlops
    186x186 :     2232.00 MFlops
    187x187 :     2244.00 MFlops
    188x188 :     2256.00 MFlops
    189x189 :     2268.00 MFlops
    190x190 :     2280.00 MFlops
    191x191 :     1528.00 MFlops
    192x192 :     1536.00 MFlops
    193x193 :     2316.00 MFlops
    194x194 :     1552.00 MFlops
    195x195 :     2340.00 MFlops
    196x196 :     1568.00 MFlops
    197x197 :     1576.00 MFlops
    198x198 :     2376.00 MFlops
    199x199 :     1592.00 MFlops
    200x200 :     2400.00 MFlops
