From :   1  To : 200 Step =   1 Uplo = 'L' Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
    147x147 :    15715.64 MFlops
    148x148 :    15930.18 MFlops
    149x149 :    16146.18 MFlops
    150x150 :    16363.64 MFlops
    151x151 :    16582.55 MFlops
    152x152 :    16802.91 MFlops
    153x153 :    15606.00 MFlops
    154x154 :    15810.67 MFlops
    155x155 :    17472.73 MFlops
    156x156 :    16224.00 MFlops
    157x157 :    16432.67 MFlops
    158x158 :    16642.67 MFlops
    159x159 :    16854.00 MFlops
    160x160 :    15753.85 MFlops
    161x161 :    15951.38 MFlops
    162x162 :    17496.00 MFlops
    163x163 :    17712.67 MFlops
    164x164 :    16551.38 MFlops
    165x165 :    16753.85 MFlops
    166x166 :    16957.54 MFlops
    167x167 :    17162.46 MFlops
    168x168 :    16128.00 MFlops
    169x169 :    16320.57 MFlops
    170x170 :    16514.29 MFlops
    171x171 :    16709.14 MFlops
    172x172 :    16905.14 MFlops
    173x173 :    17102.29 MFlops
    174x174 :    17300.57 MFlops
    175x175 :    16333.33 MFlops
    176x176 :    17700.57 MFlops
    177x177 :    17902.29 MFlops
    178x178 :    16898.13 MFlops
    179x179 :    17088.53 MFlops
    180x180 :    17280.00 MFlops
    181x181 :    16380.50 MFlops
    182x182 :    16562.00 MFlops
    183x183 :    16744.50 MFlops
    184x184 :    16928.00 MFlops
    185x185 :    17112.50 MFlops
    186x186 :    17298.00 MFlops
    187x187 :    17484.50 MFlops
    188x188 :    16632.47 MFlops
    189x189 :    16809.88 MFlops
    190x190 :    16988.24 MFlops
    191x191 :    17167.53 MFlops
    192x192 :    17347.76 MFlops
    193x193 :    16555.11 MFlops
    194x194 :    17711.06 MFlops
    195x195 :    16900.00 MFlops
    196x196 :    17073.78 MFlops
    197x197 :    17248.44 MFlops
    198x198 :    16506.95 MFlops
    199x199 :    17600.44 MFlops
    200x200 :    16842.11 MFlops
