From :   1  To : 200 Step =   1
    122 :   3.327131e-04     5905.20 MFlops    1566.74 MFlops    5537.20 MFlops
    123 :   1.412630e-05     5907.51 MFlops    1681.00 MFlops    5573.84 MFlops
    124 :   3.325939e-05     6200.40 MFlops    5125.33 MFlops    6169.83 MFlops
    125 :   3.433228e-05     7614.52 MFlops    5208.33 MFlops    7532.96 MFlops
    126 :   1.949072e-05     7985.53 MFlops    5292.00 MFlops    7892.12 MFlops
    127 :   2.145767e-05     6793.97 MFlops    5376.33 MFlops    6752.88 MFlops
    128 :   1.755953e-04     6563.86 MFlops    5461.33 MFlops    6533.65 MFlops
    129 :   2.920628e-05     8569.62 MFlops    5547.00 MFlops    8464.79 MFlops
    130 :   4.565716e-05     7007.97 MFlops    5633.33 MFlops    6969.61 MFlops
    131 :   7.700920e-05     7888.04 MFlops    5720.33 MFlops    7821.68 MFlops
    132 :   3.278255e-05     8199.53 MFlops    4978.29 MFlops    8083.30 MFlops
    133 :   1.668930e-05     7540.50 MFlops    4422.25 MFlops    7425.01 MFlops
    134 :   3.886223e-05     9011.63 MFlops    4489.00 MFlops    8817.10 MFlops
    135 :   1.496077e-05     8724.73 MFlops    4556.25 MFlops    8554.59 MFlops
    136 :   6.043911e-05     8512.54 MFlops    5284.57 MFlops    8401.78 MFlops
    137 :   1.561642e-05     8657.75 MFlops    4692.25 MFlops    8503.75 MFlops
    138 :   1.519918e-05     8546.58 MFlops    5441.14 MFlops    8444.04 MFlops
    139 :   3.767014e-05     5701.95 MFlops    5520.29 MFlops    5697.99 MFlops
    140 :   3.136396e-04     9527.78 MFlops    5600.00 MFlops    9389.61 MFlops
    141 :   2.098083e-05     9297.58 MFlops    4970.25 MFlops    9131.94 MFlops
    142 :   3.629923e-05     8020.41 MFlops    1551.08 MFlops    7383.28 MFlops
    143 :   4.011393e-05     7412.44 MFlops    1635.92 MFlops    6911.00 MFlops
    144 :   6.046295e-04     7569.03 MFlops    1803.13 MFlops    7105.34 MFlops
    145 :   3.206730e-05     7727.82 MFlops    1682.00 MFlops    7203.01 MFlops
    146 :   1.304150e-04     8981.63 MFlops    5329.00 MFlops    8859.37 MFlops
    147 :   2.086163e-05     9582.27 MFlops    5402.25 MFlops    9436.24 MFlops
    148 :   5.626678e-05     9355.82 MFlops    6258.29 MFlops    9264.72 MFlops
    149 :   5.521774e-04    10209.72 MFlops    5550.25 MFlops   10043.31 MFlops
    150 :   1.800060e-05    10368.66 MFlops    5625.00 MFlops   10200.00 MFlops
    151 :   2.217293e-05    10528.90 MFlops    5700.25 MFlops   10357.98 MFlops
    152 :   4.553795e-05    10641.84 MFlops    5776.00 MFlops   10471.11 MFlops
    153 :   2.402067e-05     8066.61 MFlops    1672.07 MFlops    7514.00 MFlops
    154 :   2.359152e-04     8367.16 MFlops    2371.60 MFlops    7981.59 MFlops
    155 :   1.406670e-05     8358.87 MFlops    2402.50 MFlops    7983.07 MFlops
    156 :   5.030632e-05     7860.07 MFlops    2317.71 MFlops    7520.75 MFlops
    157 :   4.184246e-05     8349.28 MFlops    2347.52 MFlops    7967.35 MFlops
    158 :   7.820129e-05     7826.02 MFlops    1997.12 MFlops    7422.35 MFlops
    159 :   2.807379e-05     9053.33 MFlops    2106.75 MFlops    8532.34 MFlops
    160 :   7.641315e-05     8953.01 MFlops    2327.27 MFlops    8507.24 MFlops
    161 :   2.932549e-05     9062.50 MFlops    2356.45 MFlops    8614.07 MFlops
    162 :   2.759695e-04     8263.42 MFlops    2385.82 MFlops    7909.15 MFlops
    163 :   1.557469e-04     8417.39 MFlops    2310.35 MFlops    8033.61 MFlops
    164 :   2.747774e-05     9968.24 MFlops    5976.89 MFlops    9850.07 MFlops
    165 :   3.778934e-05    13192.73 MFlops    6806.25 MFlops   12975.32 MFlops
    166 :   5.692244e-05    13201.43 MFlops    6123.56 MFlops   12936.01 MFlops
    167 :   3.706217e-04    13212.66 MFlops    6197.56 MFlops   12953.91 MFlops
    168 :   1.319647e-04    13625.38 MFlops    6272.00 MFlops   13350.77 MFlops
    169 :   6.681681e-05    13134.17 MFlops    5712.20 MFlops   12843.12 MFlops
    170 :   1.943111e-05    11739.55 MFlops    6422.22 MFlops   11573.38 MFlops
    171 :   6.139278e-05    13021.38 MFlops    6498.00 MFlops   12799.83 MFlops
    172 :   4.553795e-05    14253.36 MFlops    6574.22 MFlops   13973.55 MFlops
    173 :   2.038479e-05    13807.25 MFlops    6650.89 MFlops   13558.57 MFlops
    174 :   1.513958e-05    12194.50 MFlops    6055.20 MFlops   11988.48 MFlops
    175 :   9.471178e-05    13956.71 MFlops    6125.00 MFlops   13662.28 MFlops
    176 :   6.413460e-05    14142.09 MFlops    6195.20 MFlops   13844.45 MFlops
    177 :   2.827644e-04    14164.07 MFlops    6265.80 MFlops   13872.62 MFlops
    178 :   4.190207e-05    13332.75 MFlops    6336.80 MFlops   13093.16 MFlops
    179 :   9.548664e-05    14267.01 MFlops    6408.20 MFlops   13984.32 MFlops
    180 :   5.364418e-05    14346.86 MFlops    7200.00 MFlops   14117.14 MFlops
    181 :   2.902746e-05    15442.03 MFlops    5956.55 MFlops   15051.25 MFlops
    182 :   5.775690e-05    10951.08 MFlops    6022.55 MFlops   10807.65 MFlops
    183 :   1.668930e-05    14088.48 MFlops    6697.80 MFlops   13842.12 MFlops
    184 :   3.409386e-05    15851.16 MFlops    6771.20 MFlops   15517.33 MFlops
    185 :   4.303455e-05    14810.82 MFlops    6845.00 MFlops   14540.79 MFlops
    186 :   5.530119e-04    15266.56 MFlops    6919.20 MFlops   14979.71 MFlops
    187 :   2.938509e-05    14878.73 MFlops    6358.00 MFlops   14570.42 MFlops
    188 :   1.119137e-03    14865.04 MFlops    7068.80 MFlops   14611.91 MFlops
    189 :   5.614758e-05     9111.02 MFlops    5953.50 MFlops    9036.14 MFlops
    190 :   3.057718e-05     7938.66 MFlops    6563.64 MFlops    7912.89 MFlops
    191 :   1.354218e-04    14888.61 MFlops    6632.91 MFlops   14607.46 MFlops
    192 :   2.276897e-05    13919.15 MFlops    7372.80 MFlops   13731.58 MFlops
    193 :   4.482269e-05    15765.48 MFlops    6772.55 MFlops   15451.44 MFlops
    194 :   9.131432e-05    15023.42 MFlops    6842.91 MFlops   14754.81 MFlops
    195 :   2.050400e-04    15399.53 MFlops    2236.76 MFlops   14138.87 MFlops
    196 :   3.945231e-04     8995.86 MFlops    2195.20 MFlops    8594.47 MFlops
    197 :   8.821487e-05    11080.25 MFlops    2676.48 MFlops   10581.87 MFlops
    198 :   1.262426e-04    11274.35 MFlops    6534.00 MFlops   11153.58 MFlops
    199 :   2.431870e-05    15452.15 MFlops    7200.18 MFlops   15193.55 MFlops
    200 :   4.327297e-04    16260.16 MFlops    7272.73 MFlops   15968.53 MFlops
