From :   1  To : 200 Step =   1
   SIZE       Residual     Decompose            Solve           Total
      1 :   0.000000e+00        0.08 MFlops       1.00 MFlops       0.27 MFlops
      2 :   2.264977e-06        2.67 MFlops       8.00 MFlops       4.44 MFlops
      3 :   1.192093e-07       18.00 MFlops        inf MFlops      36.00 MFlops
      4 :   0.000000e+00       42.67 MFlops        inf MFlops      74.67 MFlops
      5 :   3.576279e-07       83.33 MFlops        inf MFlops     133.33 MFlops
      6 :   2.980232e-07      144.00 MFlops        inf MFlops     216.00 MFlops
      7 :   2.384186e-07      114.33 MFlops        inf MFlops     163.33 MFlops
      8 :   1.072884e-06      341.33 MFlops     128.00 MFlops     234.67 MFlops
      9 :   3.576279e-07      486.00 MFlops     162.00 MFlops     324.00 MFlops
     10 :   1.072884e-06      333.33 MFlops        inf MFlops     433.33 MFlops
     11 :   3.576279e-07      443.67 MFlops        inf MFlops     564.67 MFlops
     12 :   2.145767e-06      576.00 MFlops        inf MFlops     720.00 MFlops
     13 :   1.609325e-06      732.33 MFlops     338.00 MFlops     600.89 MFlops
     14 :   7.510185e-06      914.67 MFlops     392.00 MFlops     740.44 MFlops
     15 :   4.172325e-06     1125.00 MFlops     450.00 MFlops     900.00 MFlops
     16 :   8.821487e-06      910.22 MFlops     512.00 MFlops     810.67 MFlops
     17 :   2.741814e-06      818.83 MFlops        inf MFlops     963.33 MFlops
     18 :   2.861023e-06       24.76 MFlops     648.00 MFlops      28.71 MFlops
     19 :   3.844500e-05      228.63 MFlops     722.00 MFlops     252.13 MFlops
     20 :   8.344650e-07      222.22 MFlops        inf MFlops     255.56 MFlops
     21 :   3.099442e-06      280.64 MFlops     882.00 MFlops     306.78 MFlops
     22 :   4.172325e-06      354.93 MFlops     968.00 MFlops     384.13 MFlops
     23 :   3.814697e-06      405.57 MFlops     529.00 MFlops     416.79 MFlops
     24 :   3.576279e-06      400.70 MFlops    1152.00 MFlops     432.00 MFlops
     25 :   1.549721e-06      267.09 MFlops    1250.00 MFlops     291.67 MFlops
     26 :   1.895428e-05      334.78 MFlops     676.00 MFlops     353.23 MFlops
     27 :   6.258488e-06      364.50 MFlops    1458.00 MFlops     394.05 MFlops
     28 :   1.788139e-05      356.94 MFlops    1568.00 MFlops     385.78 MFlops
     29 :   2.741814e-06      396.57 MFlops    1682.00 MFlops     427.17 MFlops
     30 :   1.311302e-06      500.00 MFlops     900.00 MFlops     521.05 MFlops
     31 :   3.814697e-06      496.52 MFlops     961.00 MFlops     518.63 MFlops
     32 :   2.145767e-06      520.13 MFlops    2048.00 MFlops     555.66 MFlops
     33 :   4.541874e-05      544.50 MFlops    1089.00 MFlops     568.17 MFlops
     34 :   1.990795e-05      524.05 MFlops    1156.00 MFlops     548.36 MFlops
     35 :   4.172325e-06      571.67 MFlops    1225.00 MFlops     596.79 MFlops
     36 :   3.695488e-06      527.19 MFlops    1296.00 MFlops     552.39 MFlops
     37 :   4.053116e-05      613.98 MFlops    1369.00 MFlops     640.47 MFlops
     38 :   2.264977e-06      641.78 MFlops    1444.00 MFlops     668.97 MFlops
     39 :   1.156330e-05      617.91 MFlops    1521.00 MFlops     645.27 MFlops
     40 :   4.351139e-05      711.11 MFlops    1600.00 MFlops     739.78 MFlops
     41 :   2.563000e-06      685.78 MFlops    1681.00 MFlops     714.63 MFlops
     42 :   5.125999e-06      686.00 MFlops    1764.00 MFlops     715.14 MFlops
     43 :   6.198883e-06      165.64 MFlops     739.60 MFlops     174.47 MFlops
     44 :   2.580881e-05      585.46 MFlops     968.00 MFlops     600.61 MFlops
     45 :   2.503395e-06      682.58 MFlops     810.00 MFlops     689.36 MFlops
     46 :   6.198883e-06      655.46 MFlops    1058.00 MFlops     671.09 MFlops
     47 :   3.206730e-05      671.99 MFlops    1104.50 MFlops     688.16 MFlops
     48 :   2.801418e-06      801.39 MFlops    1152.00 MFlops     816.00 MFlops
     49 :   1.087189e-04      664.68 MFlops    1200.50 MFlops     682.25 MFlops
     50 :   8.583069e-06      712.25 MFlops    1250.00 MFlops     730.03 MFlops
     51 :   7.271767e-06      508.24 MFlops    1300.50 MFlops     526.04 MFlops
     52 :   7.390976e-06      844.49 MFlops    1352.00 MFlops     862.14 MFlops
     53 :   9.083748e-05      927.58 MFlops    1404.50 MFlops     944.77 MFlops
     54 :   7.748604e-05      477.16 MFlops    1458.00 MFlops     494.68 MFlops
     55 :   7.629395e-06      181.53 MFlops    1008.33 MFlops     189.57 MFlops
     56 :   7.118583e-04     1219.56 MFlops    1254.40 MFlops    1221.28 MFlops
     57 :   1.411438e-04     1815.62 MFlops    1299.60 MFlops    1780.27 MFlops
     58 :   3.255606e-04     1734.33 MFlops    1345.60 MFlops    1710.03 MFlops
     59 :   1.239777e-05     1825.59 MFlops    1392.40 MFlops    1798.52 MFlops
     60 :   2.759695e-05     1180.33 MFlops    1440.00 MFlops    1190.55 MFlops
     61 :   7.027388e-05     1965.20 MFlops    1240.33 MFlops    1912.80 MFlops
     62 :   8.547306e-05     2147.10 MFlops    1537.60 MFlops    2108.52 MFlops
     63 :   1.609325e-05     2252.68 MFlops    1323.00 MFlops    2182.95 MFlops
     64 :   1.335144e-05      731.22 MFlops    2730.67 MFlops     756.01 MFlops
     65 :   7.748604e-06      884.46 MFlops    1408.33 MFlops     899.22 MFlops
     66 :   6.496906e-06     1430.33 MFlops    1089.00 MFlops    1411.10 MFlops
     67 :   5.006790e-06       87.06 MFlops    2992.67 MFlops      90.84 MFlops
     68 :   2.396107e-05      223.48 MFlops    3082.67 MFlops     232.59 MFlops
     69 :   7.212162e-06     3041.75 MFlops    2380.50 MFlops    3006.95 MFlops
     70 :   2.741814e-06      459.17 MFlops     980.00 MFlops     469.42 MFlops
     71 :   1.072884e-05     2651.19 MFlops    3360.67 MFlops    2674.08 MFlops
     72 :   5.960464e-06      725.46 MFlops    1152.00 MFlops     736.36 MFlops
     73 :   1.674891e-05     2593.45 MFlops    1184.22 MFlops    2477.09 MFlops
     74 :   6.437302e-06     2412.05 MFlops    1095.20 MFlops    2304.11 MFlops
     75 :   1.120567e-05     2678.57 MFlops    1125.00 MFlops    2543.48 MFlops
     76 :   1.442432e-05     2787.15 MFlops    1155.20 MFlops    2645.24 MFlops
     77 :   7.748604e-06     2646.57 MFlops    1185.80 MFlops    2529.71 MFlops
     78 :   7.033348e-06     2956.71 MFlops    1106.18 MFlops    2784.20 MFlops
     79 :   1.853704e-05     3043.45 MFlops    1386.89 MFlops    2916.02 MFlops
     80 :   3.933907e-06     3103.03 MFlops    1600.00 MFlops    3001.13 MFlops
     81 :   9.179115e-06     2952.45 MFlops    1640.25 MFlops    2870.44 MFlops
     82 :   1.275539e-05     3012.94 MFlops    1494.22 MFlops    2908.60 MFlops
     83 :   3.737211e-05     3150.34 MFlops    1530.89 MFlops    3038.23 MFlops
     84 :   1.645088e-05     3377.23 MFlops    1568.00 MFlops    3248.00 MFlops
     85 :   9.059906e-06     3383.61 MFlops    1605.56 MFlops    3260.51 MFlops
     86 :   3.707409e-05     3504.44 MFlops    1643.56 MFlops    3375.61 MFlops
     87 :   1.060963e-05     3325.77 MFlops    1513.80 MFlops    3198.17 MFlops
     88 :   2.920628e-05     3365.29 MFlops    1720.89 MFlops    3262.52 MFlops
     89 :   3.588200e-05     3587.63 MFlops    1760.22 MFlops    3470.15 MFlops
     90 :   1.513958e-05     3767.44 MFlops    1800.00 MFlops    3639.13 MFlops
     91 :   1.149774e-04     3640.44 MFlops    1840.22 MFlops    3530.22 MFlops
     92 :   7.152557e-06     3789.24 MFlops    1692.80 MFlops    3646.62 MFlops
     93 :   1.198053e-05     3482.06 MFlops    3459.60 MFlops    3481.36 MFlops
     94 :   7.390976e-06     5324.26 MFlops    3534.40 MFlops    5242.15 MFlops
     95 :   4.065037e-05     4141.91 MFlops    3610.00 MFlops    4123.31 MFlops
     96 :   1.621246e-05     5313.73 MFlops    3686.40 MFlops    5243.59 MFlops
     97 :   5.000830e-05     5200.42 MFlops    4704.50 MFlops    5184.02 MFlops
     98 :   2.479553e-05     5652.80 MFlops    3841.60 MFlops    5574.74 MFlops
     99 :   1.449585e-04     5576.43 MFlops    3920.40 MFlops    5508.00 MFlops
    100 :   4.178286e-05     5952.38 MFlops    4000.00 MFlops    5868.95 MFlops
    101 :   1.823902e-05     5203.54 MFlops    4080.40 MFlops    5162.55 MFlops
    102 :   1.072884e-05     5751.80 MFlops    4161.60 MFlops    5689.69 MFlops
    103 :   2.276897e-05     6020.53 MFlops    4243.60 MFlops    5950.02 MFlops
    104 :   1.430511e-05     6409.48 MFlops    4326.40 MFlops    6324.11 MFlops
    105 :   9.679794e-05     5110.93 MFlops    4410.00 MFlops    5088.46 MFlops
    106 :   1.931190e-05     5795.70 MFlops    4494.40 MFlops    5749.88 MFlops
    107 :   2.813339e-05     6481.71 MFlops    3816.33 MFlops    6360.56 MFlops
    108 :   1.025200e-05     6510.14 MFlops    4665.60 MFlops    6441.31 MFlops
    109 :   4.458427e-05     6166.80 MFlops    4752.40 MFlops    6118.03 MFlops
    110 :   8.344650e-06     5688.03 MFlops    4840.00 MFlops    5661.70 MFlops
    111 :   4.947186e-05     6704.07 MFlops    4928.40 MFlops    6641.11 MFlops
    112 :   1.627207e-05     7317.33 MFlops    4181.33 MFlops    7176.92 MFlops
    113 :   7.021427e-05     5829.89 MFlops    1418.78 MFlops    5396.01 MFlops
    114 :   6.020069e-05     5225.90 MFlops    1624.50 MFlops    4944.82 MFlops
    115 :   2.157688e-05     2541.14 MFlops    1469.44 MFlops    2494.88 MFlops
    116 :   2.743006e-04     5686.32 MFlops    1495.11 MFlops    5310.99 MFlops
    117 :   9.179115e-06     5475.60 MFlops    1521.00 MFlops    5141.41 MFlops
    118 :   9.715557e-06     3102.99 MFlops    1989.14 MFlops    3060.50 MFlops
    119 :   2.574921e-05     3256.35 MFlops    2023.00 MFlops    3208.25 MFlops
    120 :   2.014637e-05     5847.72 MFlops    2057.14 MFlops    5596.21 MFlops
    121 :   6.639957e-05     5789.42 MFlops    2091.57 MFlops    5551.94 MFlops
