From :   1  To : 200 Step =   1 Side = L Uplo = U
   SIZE       Flops
    182 :    73295.66 MFlops
    183 :    70442.38 MFlops
    184 :    74716.69 MFlops
    185 :    75264.49 MFlops
    186 :    77064.14 MFlops
    187 :    77387.02 MFlops
    188 :    29998.52 MFlops
    189 :    80015.04 MFlops
    190 :    81776.45 MFlops
    191 :    82827.59 MFlops
    192 :    85792.58 MFlops
    193 :    77930.16 MFlops
    194 :    78194.21 MFlops
    195 :    75087.34 MFlops
    196 :    78026.28 MFlops
    197 :    78818.28 MFlops
    198 :    79006.53 MFlops
    199 :    72548.67 MFlops
    200 :    78914.92 MFlops
