From :   1  To : 200 Step =   1 Side = L Uplo = U Trans = N Diag = U Loops = 1
   SIZE       Flops
    115 :    38996.79 MFlops
    116 :    40022.97 MFlops
    117 :    39063.73 MFlops
    118 :    40073.95 MFlops
    119 :    15603.32 MFlops
    120 :    28800.00 MFlops
    121 :      564.91 MFlops
    122 :     4183.98 MFlops
    123 :    42292.43 MFlops
    124 :    43332.36 MFlops
    125 :    45421.51 MFlops
    126 :    46520.37 MFlops
    127 :    46554.16 MFlops
    128 :    49932.19 MFlops
    129 :    47704.20 MFlops
    130 :    39945.45 MFlops
    131 :    40874.38 MFlops
    132 :    45999.36 MFlops
    133 :    41274.33 MFlops
    134 :    42212.35 MFlops
    135 :    45562.50 MFlops
    136 :    47461.43 MFlops
    137 :    45917.02 MFlops
    138 :    47783.13 MFlops
    139 :    47116.12 MFlops
    140 :    49890.91 MFlops
    141 :    48331.40 MFlops
    142 :    49367.03 MFlops
    143 :    15979.27 MFlops
    144 :      772.77 MFlops
    145 :     4059.42 MFlops
    146 :    47879.02 MFlops
    147 :    50421.00 MFlops
    148 :    53144.13 MFlops
    149 :    52507.13 MFlops
    150 :    51923.08 MFlops
    151 :    49185.01 MFlops
    152 :    55742.98 MFlops
    153 :    16894.23 MFlops
    154 :     2356.30 MFlops
    155 :    20920.65 MFlops
    156 :    45195.43 MFlops
    157 :    53012.23 MFlops
    158 :    54782.11 MFlops
    159 :    55064.10 MFlops
    160 :     1979.70 MFlops
    161 :    50893.67 MFlops
    162 :    58240.11 MFlops
    163 :    56983.51 MFlops
    164 :    58038.74 MFlops
    165 :    57591.35 MFlops
    166 :    59406.44 MFlops
    167 :    59711.06 MFlops
    168 :    62389.89 MFlops
    169 :     9870.78 MFlops
    170 :     3139.30 MFlops
    171 :    52085.53 MFlops
    172 :    57173.57 MFlops
    173 :    51264.52 MFlops
    174 :    57890.37 MFlops
    175 :    57627.69 MFlops
    176 :    61255.91 MFlops
    177 :    58991.84 MFlops
    178 :    56967.19 MFlops
    179 :    56228.81 MFlops
    180 :    58320.00 MFlops
    181 :    57570.30 MFlops
    182 :    58529.79 MFlops
    183 :    56745.25 MFlops
    184 :    58768.91 MFlops
    185 :    57560.23 MFlops
    186 :    60138.84 MFlops
    187 :    13942.86 MFlops
    188 :     5738.06 MFlops
    189 :      882.29 MFlops
    190 :    60166.67 MFlops
    191 :    65734.63 MFlops
    192 :    64344.44 MFlops
    193 :    63619.97 MFlops
    194 :    64614.02 MFlops
    195 :    22002.60 MFlops
    196 :    62227.57 MFlops
    197 :    62666.99 MFlops
    198 :    63108.88 MFlops
    199 :    59701.51 MFlops
    200 :    62015.50 MFlops
