From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
    150 :    91216.22 MFlops
    151 :   108868.02 MFlops
    152 :   111930.14 MFlops
    153 :   111924.28 MFlops
    154 :   111519.51 MFlops
    155 :   113273.76 MFlops
    156 :   108857.81 MFlops
    157 :   115089.75 MFlops
    158 :   115162.39 MFlops
    159 :   118662.11 MFlops
    160 :   121814.13 MFlops
    161 :   122293.95 MFlops
    162 :   145351.38 MFlops
    163 :   133253.75 MFlops
    164 :   113830.81 MFlops
    165 :   117441.18 MFlops
    166 :   116172.60 MFlops
    167 :   105551.57 MFlops
    168 :   122364.70 MFlops
    169 :   123368.92 MFlops
    170 :    87342.22 MFlops
    171 :   120487.01 MFlops
    172 :   128011.27 MFlops
    173 :   126671.98 MFlops
    174 :   127709.67 MFlops
    175 :   123916.18 MFlops
    176 :   129036.12 MFlops
    177 :   106639.10 MFlops
    178 :   130398.89 MFlops
    179 :   128164.00 MFlops
    180 :   132169.97 MFlops
    181 :   100931.76 MFlops
    182 :   135473.44 MFlops
    183 :   135063.07 MFlops
    184 :   133251.42 MFlops
    185 :   133297.37 MFlops
    186 :   134409.52 MFlops
    187 :   135879.54 MFlops
    188 :   137357.56 MFlops
    189 :   133358.40 MFlops
    190 :   105930.50 MFlops
    191 :   132406.10 MFlops
    192 :   137769.11 MFlops
    193 :   117612.38 MFlops
    194 :   120187.39 MFlops
    195 :   142937.35 MFlops
    196 :    57532.27 MFlops
    197 :   149178.01 MFlops
    198 :   146460.23 MFlops
    199 :   126089.58 MFlops
    200 :   127490.04 MFlops
