From :   1  To : 200 Step =   1 Uplo = U Trans = N
   SIZE       Flops
     94 :    61524.74 MFlops
     95 :    61241.07 MFlops
     96 :    68056.62 MFlops
     97 :    70205.62 MFlops
     98 :    69717.93 MFlops
     99 :    71874.00 MFlops
    100 :    74074.07 MFlops
    101 :    73592.93 MFlops
    102 :    75800.57 MFlops
    103 :    75360.48 MFlops
    104 :    80347.43 MFlops
    105 :    79836.21 MFlops
    106 :    82139.03 MFlops
    107 :    84485.72 MFlops
    108 :    86876.69 MFlops
    109 :    86335.27 MFlops
    110 :    80666.67 MFlops
    111 :    32954.96 MFlops
    112 :    96891.59 MFlops
    113 :    87448.30 MFlops
    114 :   109744.00 MFlops
    115 :   108633.93 MFlops
    116 :   111492.57 MFlops
    117 :   110456.07 MFlops
    118 :   117359.43 MFlops
    119 :   120368.50 MFlops
    120 :   123428.57 MFlops
    121 :   122176.62 MFlops
    122 :   125230.90 MFlops
    123 :   124057.80 MFlops
    124 :    73331.69 MFlops
    125 :    88778.41 MFlops
    126 :    90926.18 MFlops
    127 :    91039.24 MFlops
    128 :    95325.09 MFlops
    129 :    91348.47 MFlops
    130 :    95521.74 MFlops
    131 :    97743.09 MFlops
    132 :   102220.80 MFlops
    133 :   100112.21 MFlops
    134 :    32736.11 MFlops
    135 :   100423.47 MFlops
    136 :   107040.68 MFlops
    137 :   109419.28 MFlops
    138 :    79638.55 MFlops
    139 :   107424.76 MFlops
    140 :   114333.33 MFlops
    141 :   103823.00 MFlops
    142 :   102260.29 MFlops
    143 :    94329.26 MFlops
    144 :   102964.97 MFlops
    145 :    24291.83 MFlops
    146 :   103737.87 MFlops
    147 :   104148.30 MFlops
    148 :   108059.73 MFlops
    149 :   108457.34 MFlops
    150 :   110655.74 MFlops
    151 :   109300.03 MFlops
    152 :   115141.25 MFlops
    153 :   113700.86 MFlops
    154 :   117814.97 MFlops
    155 :   118218.25 MFlops
    156 :    79092.00 MFlops
    157 :     7716.64 MFlops
    158 :   117740.66 MFlops
    159 :   118225.85 MFlops
    160 :   124121.21 MFlops
    161 :   124575.55 MFlops
    162 :   123232.70 MFlops
    163 :   127374.91 MFlops
    164 :   127853.45 MFlops
    165 :   128346.43 MFlops
    166 :   130694.17 MFlops
    167 :   133070.37 MFlops
    168 :    68224.92 MFlops
    169 :   125371.66 MFlops
    170 :   125974.36 MFlops
    171 :   126587.62 MFlops
    172 :    96008.45 MFlops
    173 :   131081.44 MFlops
    174 :   131700.60 MFlops
    175 :   117788.46 MFlops
    176 :   129804.19 MFlops
    177 :   127476.62 MFlops
    178 :   129649.47 MFlops
    179 :   128884.02 MFlops
    180 :   134068.97 MFlops
    181 :   114033.48 MFlops
    182 :   135473.44 MFlops
    183 :   136188.60 MFlops
    184 :    98881.02 MFlops
    185 :    10561.51 MFlops
    186 :   107247.60 MFlops
    187 :   108986.72 MFlops
    188 :   110744.53 MFlops
    189 :   110676.54 MFlops
    190 :   111528.46 MFlops
    191 :   110601.13 MFlops
    192 :   142987.64 MFlops
    193 :   138251.10 MFlops
    194 :   136474.47 MFlops
    195 :   139903.30 MFlops
    196 :   146204.58 MFlops
    197 :   145626.15 MFlops
    198 :   149276.77 MFlops
    199 :   148690.55 MFlops
    200 :   150943.40 MFlops
