From :   1  To : 200 Step =   1 Uplo = 'L' Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
    148x148 :    25033.14 MFlops
    149x149 :    25372.57 MFlops
    150x150 :      567.82 MFlops
    151x151 :     5211.66 MFlops
    152x152 :      427.85 MFlops
    153x153 :      345.52 MFlops
    154x154 :    31621.33 MFlops
    155x155 :    38440.00 MFlops
    156x156 :    38937.60 MFlops
    157x157 :    32865.33 MFlops
    158x158 :    33285.33 MFlops
    159x159 :    33708.00 MFlops
    160x160 :    40960.00 MFlops
    161x161 :    34561.33 MFlops
    162x162 :    34992.00 MFlops
    163x163 :    42510.40 MFlops
    164x164 :    35861.33 MFlops
    165x165 :    36300.00 MFlops
    166x166 :    36741.33 MFlops
    167x167 :    37185.33 MFlops
    168x168 :      454.31 MFlops
    169x169 :    38081.33 MFlops
    170x170 :    38533.33 MFlops
    171x171 :    38988.00 MFlops
    172x172 :    39445.33 MFlops
    173x173 :    39905.33 MFlops
    174x174 :    34601.14 MFlops
    175x175 :    40833.33 MFlops
    176x176 :    35401.14 MFlops
    177x177 :    41772.00 MFlops
    178x178 :     1362.75 MFlops
    179x179 :      925.37 MFlops
    180x180 :    28800.00 MFlops
    181x181 :    32761.00 MFlops
    182x182 :    33124.00 MFlops
    183x183 :    33489.00 MFlops
    184x184 :    33856.00 MFlops
    185x185 :    30422.22 MFlops
    186x186 :    30752.00 MFlops
    187x187 :    34969.00 MFlops
    188x188 :    31416.89 MFlops
    189x189 :    31752.00 MFlops
    190x190 :    32088.89 MFlops
    191x191 :    32427.56 MFlops
    192x192 :     1866.53 MFlops
    193x193 :     1038.30 MFlops
    194x194 :       89.93 MFlops
    195x195 :    33800.00 MFlops
    196x196 :    38416.00 MFlops
    197x197 :    34496.89 MFlops
    198x198 :    39204.00 MFlops
    199x199 :    35200.89 MFlops
    200x200 :     1951.22 MFlops
